"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Departamento"|"Ciudad"|"Barrio"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
462|"Mazda 2 2013"|"$ 33.500.000"|"2013"|"54.400 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453462251-mazda-mazda-2-2013-_JM"|"Otro"||"54400"|"Mazda"|"Valle Del Cauca "|" Buga"||"Mazda 2"||"Nek276"|"2013"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
463|"Mazda 2 2017"|"$ 51.000.000"|"2017"|"14.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453923153-mazda-mazda-2-2017-_JM"|"Otro"||"14000"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"Par"|"2017"|||||||"Asistida"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
464|"Mazda 2 2013"|"$ 29.500.000"|"2013"|"40.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454080335-mazda-2-2013-_JM"|"Gris"|"Gasolina"|"40000"|"Mazda"|"Antioquia "|" Medellín"|" La Pilanca"|"Mazda 2"|"No"|"kdm934"|"2013"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1600"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|||||||||||1||1|||||1|||1|2017-09-04
465|"Mazda 2 Touring"|"$ 47.500.000"|"2017"|"6.400 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452415354-mazda-2-_JM"|"Rojo"|"Gasolina"|"6400"|"Mazda"|"Risaralda "|" Pereira"|" Corales"|"Mazda 2"|"Sí"|"IZZ501"|"2017"|"Touring"||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"||"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1||||||||1||1|1|||||||||2017-09-04
466|"Mazda 2"|"$ 31.000.000"|"2014"|"47.000 Km"|"Norte De Santander"|"http://articulo.tucarro.com.co/MCO-454558867-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"47000"|"Mazda"|"Norte De Santander "|" Cúcuta"||"Mazda 2"|"Sí"|"CUZ-360"|"2014"|||"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"Sí"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1|1|1||1|||||||2017-09-04
467|"Mazda 2 Touring 2016"|"$ 45.000.000"|"2016"|"6.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453273984-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"6000"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"IXM611"|"2016"|"Touring 2016"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1.5"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1||||||||1|1|1|1|||1||||2017-09-04
468|"Mazda 2 Turing Sky Active"|"$ 43.500.000"|"2016"|"30.000 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-454662203-mazda-2-2016-_JM"|"Negro"|"Gasolina"|"30000"|"Mazda"|"Cundinamarca "|" Bogota"|" Cedritos"|"Mazda 2"|"Sí"|"IXR914"|"2016"|"TURING SKY ACTIVE"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1|||||||1|1||||||1|1|1|1|2017-09-04
469|"Mazda 2"|"$ 29.500.000"|"2012"|"35.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452914404-mazda-mazda-2-_JM"|"Gris"||"35500"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"DLK321"|"2012"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
470|"Mazda 2"|"$ 30.000.000"|"2014"|"44.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452896637-mazda-2-_JM"|"Rojo"|"Gasolina"|"44500"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"HTK 925"|"2014"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1600"|"Sí"|"No"|||"Mecánica"||1|||||||||||||||||1||||2017-09-04
471|"Mazda 2 Hatch Back"|"$ 29.000.000"|"2011"|"59.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454055210-mazda-2-sport-hatch-back-_JM"|"Blanco"|"Gasolina"|"59000"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"RGV558"|"2011"|"Hatch Back"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x4"|"Automática"|"Eléctricos"|1|1|||1|||1|||1|1|1|1|1|1||1||||2017-09-04
472|"Mazda 2 2"|"$ 29.000.000"|"2011"|"57.487 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-452942380-mazda-mazda-2-2011-_JM"|"Blanco"|"Gasolina"|"57487"|"Mazda"|"Atlántico "|" Barranquilla"|" Altoprado"|"Mazda 2"||"DHL-189"|"2011"|"2"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1.5"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||||||||||1||||2017-09-04
473|"Mazda 2 Full Equipo"|"$ 29.800.000"|"2014"|"26.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454409389-mazda-2-motor-15-ano-2014-5-puertas-_JM"|"Gris"|"Gasolina"|"26000"|"Mazda"|"Bogotá D.c. "|" Puente Aranda"|" Cundinamarca"|"Mazda 2"|"No"|"MXY303"|"2014"|"FULL EQUIPO"|"No"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||||1|1||||1||||2017-09-04
474|"Mazda 2 Aut, Dvd"|"$ 29.000.000"|"2011"|"48.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454097772-mazda-2-aut-dvd-gps-bluetooth-_JM"|"Negro"|"Gasolina"|"48000"|"Mazda"|"Antioquia "|" Rionegro"||"Mazda 2"|"No"|"RGM262"|"2011"|"AUT, DVD"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||1|||1||1|1|1|1|1|1|1||1||||2017-09-04
475|"Mazda 2 Full Equipo"|"$ 24.200.000"|"2011"|"85.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454409412-mazda-2-motor-15-ano-2011-5-puertas-_JM"|"Negro"|"Gasolina"|"85000"|"Mazda"|"Bogotá D.c. "|" Puente Aranda"|" Cundinamarca"|"Mazda 2"|"No"|"RFZ883"|"2011"|"FULL EQUIPO"|"No"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||||1|1||||||||2017-09-04
476|"Mazda 2 Mecanico 2014 Excelente Estado"|"$ 30.950.000"|"2014"|"34.800 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453233061-mazda-2-mecanico-2014-excelente-estado-_JM"|"Azul"||"34800"|"Mazda"|"Valle Del Cauca "|" Cali"|" Capri"|"Mazda 2"||"HCW105"|"2014"|||||||"Asistida"||"1450"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"||||||||||||||||||1||||2017-09-04
477|"Mazda 2"|"$ 29.000.000"|"2013"|"62.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-453382206-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"62000"|"Mazda"|"Santander "|" Bucaramanga"||"Mazda 2"|"Sí"|"DLO-165"|"2013"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|||||||||1||1|1||1|||1||||2017-09-04
478|"Mazda 2"|"$ 43.500.000"|"2016"|"24.000 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-453014853-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"24000"|"Mazda"|"Cundinamarca "|" Girardot"||"Mazda 2"|"Sí"|"IGV-762"|"2016"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1||||||||||1|1||1|||1||||2017-09-04
479|"Mazda 2 Touring"|"$ 40.000.000"|"2016"|"36.000 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-451162784-mazda-mazda-2-touring-_JM"|"Blanco"|"Gasolina"|"36000"|"Mazda"|"Tolima "|" Ibagué"||"Mazda 2"|"Sí"|"IGV-608"|"2016"|"Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1600"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|1||||||||||1|1||1|||1||||2017-09-04
480|"Mazda 2 2008"|"$ 24.500.000"|"2008"|"83.300 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455519885-mazda-mazda-2-2008-_JM"|"Blanco"||"83300"|"Mazda"|"Antioquia "|" Sabaneta"||"Mazda 2"||"CYX799"|"2008"|||||||"Mecánica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
481|"Mazda 2 Hatchback"|"$ 25.500.000"|"2011"|"62.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455598737-mazda-2-_JM"|"Negro"|"Gasolina"|"62500"|"Mazda"|"Bogotá D.c. "|" Martires"|" Usatama"|"Mazda 2"|"No"|"6"|"2011"|"hatchback"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||||||1|1||1||||2017-09-04
482|"Mazda 2 2009"|"$ 23.500.000"|"2009"|"87.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455449641-mazda-mazda-2-2009-_JM"|"Negro"||"87000"|"Mazda"|"Antioquia "|" Medellín"|" Boston"|"Mazda 2"||"hdf-076"|"2009"|||||||"Mecánica"|||"No"||||"Mecánica"|||||||||||||||||||||||2017-09-04
483|"Mazda 2 2012"|"$ 32.500.000"|"2012"|"56.700 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455279720-mazda-mazda-2-2012-_JM"|"Gris"||"56700"|"Mazda"|"Antioquia "|" Bello"||"Mazda 2"||"d"|"2012"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
484|"Mazda 2 2012"|"$ 32.500.000"|"2012"|"56.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455336593-mazda-mazda-2-2012-_JM"|"Gris"||"56000"|"Mazda"|"Antioquia "|" Bello"||"Mazda 2"||"DHW044"|"2012"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
485|"Mazda 2 Mazda 2"|"$ 29.500.000"|"2012"|"37.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-455487945-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"37000"|"Mazda"|"Valle Del Cauca "|" Cali"|" Omar Torrijos"|"Mazda 2"|"No"|"DIV396"|"2012"|"mazda 2"|"No"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1|||||||||1|1|1|||1||||2017-09-04
486|"Mazda 2"|"$ 34.200.000"|"2015"|"32.883 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455451233-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"32883"|"Mazda"|"Antioquia "|" Sabaneta"||"Mazda 2"|"Sí"|"UCQ657"|"2015"|||"Sí"|"Sí"|"Tela"||"Hidráulica"|||"No"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||1|||||||1|||||||||||2017-09-04
487|"Mazda 2 / 2010"|"$ 27.500.000"|"2010"|"50.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455462186-mazda-2-2010-_JM"|"Gris"|"Gasolina"|"50000"|"Mazda"|"Antioquia "|" Medellín"|" Prado"|"Mazda 2"||"939"|"2010"|||"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"||||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-09-04
488|"Mazda 2 2011"|"$ 27.800.000"|"2011"|"87.700 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-455488718-mazda-mazda-2-2011-_JM"|"Gris"||"87700"|"Mazda"|"Valle Del Cauca "|" Cali"|" Chipichape"|"Mazda 2"||"KLQ245"|"2011"|||||||"Mecánica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
489|"Mazda 2"|"$ 22.000.000"|"2009"|"95.000 Km"|"Boyaca"|"http://articulo.tucarro.com.co/MCO-455552183-mazda-mazda-2-_JM"|"Plateado"||"95000"|"Mazda"|"Boyaca "|" Duitama"||"Mazda 2"|"Sí"|"DAJ933"|"2009"||"Sí"|"Sí"|"Sí"|"Cuero"||"Mecánica"|"No"|"1.5"|"Sí"|"No"||"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1||1|1|1|||1||||2017-09-04
490|"Mazda 2 2012"|"$ 31.500.000"|"2012"|"58.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455548056-mazda-mazda-2-2012-_JM"|"Plateado"||"58000"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"MBY368"|"2012"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
491|"Mazda 2 2014"|"$ 34.000.000"|"2014"|"32.000 Km"|"Quindio"|"http://articulo.tucarro.com.co/MCO-455464694-mazda-mazda-2-2014-_JM"|"Azul"||"32000"|"Mazda"|"Quindio "|" Armenia"||"Mazda 2"||"hpk270"|"2014"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
492|"Mazda 2 2013"|"$ 31.500.000"|"2013"|"45.600 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-455251392-mazda-2-2013-_JM"|"Negro"|"Gasolina"|"45600"|"Mazda"|"Risaralda "|" Pereira"|" Centenario"|"Mazda 2"|"Sí"|"XXX999"|"2013"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1498"|"No"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1||||||||||1|||||||1||||2017-09-04
493|"Mazda 2 Hatchback"|"$ 26.000.000"|"2009"|"75.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455553179-mazda-2-excelente-condicion-poco-kilometraje-se-enamorara-_JM"|"Azul"|"Gasolina"|"75000"|"Mazda"|"Antioquia "|" Medellín"|" San Germán"|"Mazda 2"|"No"|"Mxx##4"|"2009"|"Hatchback"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1||||||||||1|1|1||||1|1|||2017-09-04
494|"Mazda 2 2012"|"$ 30.500.000"|"2012"|"64.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455547638-mazda-mazda-2-2012-_JM"|"Plateado"||"64000"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"RNX618"|"2012"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
495|"Mazda 2 2014"|"$ 33.490.000"|"2014"|"65.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455487112-mazda-mazda-2-2014-_JM"|"Gris"||"65000"|"Mazda"|"Antioquia "|" Envigado"||"Mazda 2"||"2"|"2014"|||||||"Asistida"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
496|"Mazda 2 2016"|"$ 42.000.000"|"2016"|"34.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455322355-mazda-mazda-2-2016-_JM"|"Gris"||"34000"|"Mazda"|"Antioquia "|" Bello"||"Mazda 2"||"UUV699"|"2016"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
497|"Mazda 2"|"$ 27.000.000"|"2011"|"88.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455297926-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"88000"|"Mazda"|"Antioquia "|" Medellín"|" Belén Loma de los Bernal"|"Mazda 2"||"KHK299"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|||"Automática"|"Eléctricos"|1||||||||||||1|1|1|1||1||||2017-09-04
498|"Mazda 2"|"$ 52.500.000"|"2017"|"9.366 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-455276663-mazda-mazda-2-_JM"|"Gris"||"9366"|"Mazda"|"Caldas "|" Manizales"|" San Jorge"|"Mazda 2"||"JBR 833"|"2017"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
499|"Mazda 2 2012"|"$ 31.950.000"|"2012"|"61.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455199955-mazda-mazda-2-2012-_JM"|"Blanco"||"61000"|"Mazda"|"Antioquia "|" Medellín"|" Buenos Aires"|"Mazda 2"||"xxx"|"2012"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
500|"Mazda 2"|"$ 45.000.000"|"2017"|"17.300 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-455329765-mazda-mazda-2-_JM"|"Gris"||"17300"|"Mazda"|"Valle Del Cauca "|" Jamundí"||"Mazda 2"||"IZT429"|"2017"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
501|"Mazda 2 Sedán Automático 2011"|"$ 27.000.000"|"2011"|"95.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455315888-mazda-2-sedan-automatico-2011-_JM"|"Gris"||"95000"|"Mazda"|"Antioquia "|" Medellín"|" Laureles"|"Mazda 2"||"KHQ320"|"2011"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
502|"Mazda 2 2013"|"$ 33.500.000"|"2013"|"33.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455361006-mazda-mazda-2-2013-_JM"|"Gris"||"33000"|"Mazda"|"Antioquia "|" Envigado"||"Mazda 2"||"MFW402"|"2013"|||||||"Hidráulica"|||"No"||||"Automática"|||||||||||||||||||||||2017-09-04
503|"Mazda 2 Automático 2011"|"$ 29.000"|"2011"|"94.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-455367188-mazda-2-automatico-2011-_JM"|"Gris"||"94000"|"Mazda"|"Valle Del Cauca "|" Tuluá"|" Corregimiento La Marina"|"Mazda 2"||"Daz497"|"2011"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
504|"Mazda 2 2015"|"$ 37.500.000"|"2015"|"53.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455520928-mazda-mazda-2-2015-_JM"|"Blanco"||"53000"|"Mazda"|"Antioquia "|" Envigado"||"Mazda 2"||"ias848"|"2015"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
505|"Mazda 2 Gran Touring"|"$ 52.000.000"|"2016"|"17.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455598399-mazda-mazda-2-gt-_JM"|"Rojo"|"Gasolina"|"17000"|"Mazda"|"Antioquia "|" Medellín"|" Estadio"|"Mazda 2"|"Sí"|"IYR211"|"2016"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"||"CD"|"4x2"|"Automática"|"Eléctricos"|1|||||1||||||1|1||1|||1|||1|2017-09-04
506|"Mazda 2"|"$ 27.500.000"|"2011"|"47.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455545153-mazda-mazda-2-_JM"|"Blanco"||"47600"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"||"RBT 483"|"2011"|||||||"Hidráulica"|||"No"||||"Mecánica"|||||||||||||||||||||||2017-09-04
507|"Mazda 2"|"$ 30.000.000"|"2012"|"42.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455548828-mazda-2-_JM"|"Blanco"||"42000"|"Mazda"|"Antioquia "|" Medellín"|" Belén"|"Mazda 2"||"Dev712"|"2012"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
508|"Mazda 2"|"$ 26.000.000"|"2017"|"73.000 Km"|"Caqueta"|"http://articulo.tucarro.com.co/MCO-455595676-mazda-mazda-2-_JM"|"Negro"||"73000"|"Mazda"|"Caqueta "|" Florencia"||"Mazda 2"||"RJH"|"2017"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
509|"Mazda 2 2007"|"$ 49"|"2007"|"3.600 Km"|"Boyaca"|"http://articulo.tucarro.com.co/MCO-455473743-mazda-mazda-2-2007-_JM"|"Azul"||"3600"|"Mazda"|"Boyaca "|" Tunja"||"Mazda 2"||"######"|"2007"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
510|"Mazda 2 2009"|"$ 26.000.000"|"2009"|"25.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455278577-mazda-mazda-2-2009-_JM"|"Verde"||"25000"|"Mazda"|"Bogotá D.c. "|" Barrios Unidos"|" San Miguel"|"Mazda 2"||"CTW 520"|"2009"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-09-04
511|"Mazda 2 Gris"|"$ 30.500.000"|"2013"|"70.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455362316-mazda-2-gris-_JM"|"Gris"|"Gasolina"|"70000"|"Mazda"|"Antioquia "|" Envigado"||"Mazda 2"|"Sí"|"8"|"2013"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1598"|"No"|"No"||"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1|1|1|||1||||2017-09-04
512|"Mazda 2"|"$ 22.000.000"|"2008"|"130.067 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-455237046-mazda-mazda-2-_JM"|"Negro"||"130067"|"Mazda"|"Atlántico "|" Barranquilla"|" La Magdalena"|"Mazda 2"||"Gpl 568"|"2008"|||||||"Asistida"|||"No"||||"Automática"|||||||||||||||||||||||2017-09-04
513|"Mazda 2 Sedan 2011"|"$ 26.000.000"|"2011"|"80.000 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-455546978-mazda-2-sedan-2011-_JM"|"Gris"|"Gasolina"|"80000"|"Mazda"|"Atlántico "|" Barranquilla"|" Las Delicias"|"Mazda 2"|"No"|"5"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1498"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"||||1||||||1|1||1|1|1|||1||||2017-09-04
514|"Mazda 2 Hatchback"|"$ 27.500.000"|"2011"|"61.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-455335814-mazda-2-hb-automatico-2011-_JM"|"Gris"|"Gasolina"|"61000"|"Mazda"|"Antioquia "|" Medellín"|" Aguacatala"|"Mazda 2"|"No"|"KHK282"|"2011"|"Hatchback"|"Sí"|"Sí"|"Sí"|"Tela"|"4 cilindros en línea y 16 válvulas"|"Hidráulica"|"No"|"1498 CC"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||1||||||1|||1|1|1|1|1|1||1|1|||2017-09-04
515|"Skyactiv Touring Automatico 2017"|"$ 44.900.000"|"2017"|"29.800 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-455389749-skyactiv-touring-automatico-2017-_JM"|"Rojo"|"Gasolina"|"29800"|"Mazda"|"Valle Del Cauca "|" Cali"|" Valle Del Lili"|"Mazda 2"|"Sí"|"XXXX"|"2017"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|||1|||1|2017-09-04
516|"Mazda 2 Touring"|"$ 42.700.000"|"2016"|"36.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453845717-mazda-2-touring-automatico-_JM"|"Blanco"|"Gasolina"|"36700"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"MQP343"|"2016"|"Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1.500"|"Sí"|"No"||"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|||1||||2017-09-04
517|"Mazda 2 2011"|"$ 25.000.000"|"2011"|"84.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-455169367-mazda-mazda-2-2011-_JM"|"Blanco"||"84000"|"Mazda"|"Bogotá D.c. "|" Kennedy"|" Parques del Tintal (Campo Alegre Londoño)"|"Mazda 2"||"RCZ978"|"2011"|||||||"Hidráulica"|||"No"||||"Automática"|||||||||||||||||||||||2017-09-04
518|"Mazda 2"|"$ 47.500.000"|"2017"|"11.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454035683-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"11700"|"Mazda"|"Bogotá D.c. "|" Bogota"||"Mazda 2"|"Sí"|"JDR655"|"2017"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"||"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1||||||||1|1|1|||1|||1||||2017-09-04
519|"Mazda 2 2014"|"$ 34.000.000"|"2014"|"57.450 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454695049-mazda-mazda-2-2014-_JM"|"Plateado"||"57450"|"Mazda"|"Bogotá D.c. "|" Engativa"|" Tabora"|"Mazda 2"||"xxx-xx8"|"2014"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-09-04
