"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
552|"Mazda 2 2008"|"$ 23.500.000"|"2008"|"120.000 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-452912742-mazda-mazda-2-2008-_JM"|"Anaranjado"||"120000"|"Mazda"|"Mazda 2"||"000000"|"2008"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
553|"Mazda 2 2009"|"$ 23.800.000"|"2009"|"96.000 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-453431351-mazda-mazda-2-2009-_JM"|"Rojo"||"96000"|"Mazda"|"Mazda 2"||"CUS551"|"2009"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
554|"Mazda 2 2012"|"$ 29.500.000"|"2012"|"77.400 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453764198-mazda-2-2012-_JM"|"Plateado"|"Gasolina"|"77400"|"Mazda"|"Mazda 2"||"DLR103"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"||"1500"|"Sí"||||"Mecánica"|"Eléctricos"|1|1|||||||||1||1||1|1||||||2017-08-18
555|"Mazda 2 Hermoso"|"$ 32.950.000"|"2014"|"54.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452821991-mazda-mazda-2-hermoso-_JM"|"Azul"||"54000"|"Mazda"|"Mazda 2"||"XXX111"|"2014"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
556|"Mazda 2 2008"|"$ 22.000.000"|"2008"|"99.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452647051-mazda-mazda-2-2008-_JM"|"Anaranjado"||"99000"|"Mazda"|"Mazda 2"||"czk240"|"2008"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
557|"Mazda 2 2013"|"$ 30.000.000"|"2013"|"52.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453656387-mazda-mazda-2-2013-_JM"|"Blanco"||"52000"|"Mazda"|"Mazda 2"||"nbs 403"|"2013"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
558|"Mazda 2"|"$ 35.000.000"|"2014"|"20.737 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453233723-mazda-mazda-2-_JM"|"Gris"||"20737"|"Mazda"|"Mazda 2"||"HCS 251"|"2014"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
559|"Mazda 2 2013"|"$ 33.500.000"|"2013"|"53.000 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-453127948-mazda-mazda-2-2013-_JM"|"Plateado"||"53000"|"Mazda"|"Mazda 2"||"1"|"2013"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
560|"Mazda 2 2014"|"$ 33.000.000"|"2014"|"44.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453913556-mazda-mazda-2-2014-_JM"|"Rojo"||"44000"|"Mazda"|"Mazda 2"||"hkt330"|"2014"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
561|"Mazda 2"|"$ 26.500.000"|"2010"|"117.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453864414-mazda-mazda-2-_JM"|"Gris"||"117000"|"Mazda"|"Mazda 2"||"FHM106"|"2010"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
562|"Mazda 2 2015"|"$ 35.500.000"|"2015"|"39.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-454031220-mazda-mazda-2-2015-_JM"|"Otro"||"39000"|"Mazda"|"Mazda 2"||"uck 935"|"2015"|||||||"Asistida"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
563|"Mazda 2 2014"|"$ 26.300.000"|"2014"|"55.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453809036-mazda-mazda-2-2014-_JM"|"Rojo"||"55000"|"Mazda"|"Mazda 2"||"0000"|"2014"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
564|"Mazda 2 Sport De Lujo"|"$ 32.300.000"|"2013"|"35.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453159442-mazda-2-sport-de-lujo-2013-_JM"|"Blanco"|"Gasolina"|"35000"|"Mazda"|"Mazda 2"||"MJR709"|"2013"|"Sport de Lujo"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1498 turbo"|"Sí"||"R/Rep."||"Automática"|"Eléctricos"|1|1||||1|1||1||1|1|1|1|1|1||1|1||1|2017-08-18
565|"Mazda 2 2015"|"$ 37.500.000"|"2015"|"53.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453522552-mazda-mazda-2-2015-_JM"|"Blanco"||"53000"|"Mazda"|"Mazda 2"||"ias848"|"2015"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
566|"Mazda 2"|"$ 31.500.000"|"2012"|"43.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452868965-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"43000"|"Mazda"|"Mazda 2"|"No"|"5"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"||1|||1||||||1|1|1||1|||1||||2017-08-18
567|"Mazda 2 2015"|"$ 37.900.000"|"2015"|"41.200 Km"|"Nariño"|"http://articulo.tucarro.com.co/MCO-453843414-mazda-mazda-2-2015-_JM"|"Blanco"||"41200"|"Mazda"|"Mazda 2"||"AVH XX4"|"2015"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
568|"Mazda 2 Hatchback"|"$ 26.000.000"|"2009"|"74.400 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453539378-mazda-2-excelente-condicion-poco-kilometraje-se-enamorara-_JM"|"Azul"|"Gasolina"|"74400"|"Mazda"|"Mazda 2"|"No"|"Mxx##4"|"2009"|"Hatchback"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1||||||||||1|1|1||||1|1|||2017-08-18
569|"Mazda 2 2011"|"$ 29.500.000"|"2011"|"40.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453085372-mazda-mazda-2-2011-_JM"|"Vinotinto"||"40000"|"Mazda"|"Mazda 2"||"rhp897"|"2011"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
570|"Mazda 2 Sedán Automático 2011"|"$ 27.500.000"|"2011"|"95.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453220945-mazda-2-sedan-automatico-2011-_JM"|"Gris"||"95000"|"Mazda"|"Mazda 2"||"KHQ320"|"2011"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
571|"Mazda 2"|"$ 27.900.000"|"2011"|"88.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453276099-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"88000"|"Mazda"|"Mazda 2"||"KHK299"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|||"Automática"|"Eléctricos"|1||||||||||||1|1|1|1||1||||2017-08-18
572|"Mazda 2 2012"|"$ 33.000.000"|"2012"|"63.835 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-452572020-mazda-mazda-2-2012-_JM"|"Otro"||"63835"|"Mazda"|"Mazda 2"||"DHR 516"|"2012"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
573|"Mazda 2, Sun Roof - Sillas Cuero"|"$ 26.500.000"|"2010"|"103.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453856718-mazda-2-sun-roof-sillas-cuero-_JM"|"Negro"|"Gasolina"|"103000"|"Mazda"|"Mazda 2"|"No"|"RZF190"|"2010"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1.500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|||||||||||1||1|1|1|1|1|1||||2017-08-18
574|"Mazda 2 15hm8"|"$ 21.000.000"|"2008"|"123.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453542992-mazda-2-motor-15-litros-full-_JM"|"Azul"|"Gasolina"|"123000"|"Mazda"|"Mazda 2"|"No"|"CQJ163"|"2008"|"15HM8"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1||1|1|1|1||1|||1|2017-08-18
575|"Compresor De Aire Acondecionado De Mazda 2,3y6"|"$ 550.000"|"2015"|"45 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453936992-compresor-de-aire-acondecionado-de-mazda-23y6-_JM"|"Otro"||"45"|"Mazda"|"Mazda 2"||"0000"|"2015"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
576|"Mazda 2 2013"|"U$S 32.000.000"|"2013"|"86.000 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-453857740-mazda-mazda-2-2013-_JM"|"Otro"||"86000"|"Mazda"|"Mazda 2"||"DKt 165"|"2013"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
577|"Mazda 2 Hatchback"|"$ 28.400.000"|"2011"|"37.280 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-452978213-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"37280"|"Mazda"|"Mazda 2"|"No"|"6"|"2011"|"Hatchback"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||1|||||1|1|1|1|1|1|||1|||1|2017-08-18
578|"Mazda 2 Full Equipo"|"$ 24.000.000"|"2010"|"110.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453822901-mazda-2-_JM"|"Plateado"|"Gasolina"|"110000"|"Mazda"|"Mazda 2"|"Sí"|"DDH 680"|"2010"|"FULL EQUIPO"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"||"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1||1|1|1|1|||1||||2017-08-18
579|"Mazda 2"|"$ 22.000.000"|"2008"|"125.000 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-453808121-mazda-mazda-2-_JM"|"Verde"||"125000"|"Mazda"|"Mazda 2"||"QHY568"|"2008"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
580|"Mazda 2 2015"|"$ 36.500.000"|"2015"|"35.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453364463-mazda-mazda-2-2015-_JM"|"Blanco"||"35000"|"Mazda"|"Mazda 2"||"HRL681"|"2015"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
581|"Mazda 2"|"$ 27.500.000"|"2009"|"97.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453320546-mazda-mazda-2-_JM"|"Gris"||"97000"|"Mazda"|"Mazda 2"||"FHE 559"|"2009"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
582|"Mazda 2 2016"|"$ 46.500.000"|"2016"|"31.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453147883-mazda-mazda-2-2016-_JM"|"Rojo"||"31000"|"Mazda"|"Mazda 2"||"DAT 907"|"2016"|||||||"Otro"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
583|"Mazda 2 2011"|"$ 30.000.000"|"2011"|"94.600 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453070117-mazda-mazda-2-2011-_JM"|"Plateado"||"94600"|"Mazda"|"Mazda 2"||"MOX546"|"2011"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
584|"Mazda 2 Touring"|"$ 46.500.000"|"2016"|"31.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454009793-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"31000"|"Mazda"|"Mazda 2"|"Sí"|"IHR932"|"2016"|"TOURING"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1|||||1||||2017-08-18
585|"Mazda 2"|"$ 36.000.000"|"2014"|"47 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453999834-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"47"|"Mazda"|"Mazda 2"|"No"|"HKT642"|"2014"|||"Sí"||"Tela"||"Asistida"|"No"|"1.5"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"||||||||||||||||||1||||2017-08-18
586|"Mazda 2 Touring"|"$ 44.000.000"|"2016"|"29.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454031269-mazda-2-touring-_JM"|"Gris"|"Gasolina"|"29000"|"Mazda"|"Mazda 2"|"Sí"|"IOV073"|"2016"|"Touring"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||||1|1|1|||1||||2017-08-18
587|"Mazda 2 2007"|"$ 28.000.000"|"2007"|"61.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453329421-mazda-mazda-2-2007-_JM"|"Gris"||"61000"|"Mazda"|"Mazda 2"||"KHK282"|"2007"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
588|"Mazda 2"|"$ 22.000.000"|"2008"|"133.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453343320-mazda-mazda-2-_JM"|"Gris"||"133000"|"Mazda"|"Mazda 2"||"Fgz 404"|"2008"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
589|"Mazda 2 2012"|"$ 29.000.000"|"2012"|"51.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453396487-mazda-mazda-2-2012-_JM"|"Negro"||"51000"|"Mazda"|"Mazda 2"||"ROK153"|"2012"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
590|"Mazda 2 Hb"|"$ 25.500.000"|"2008"|"66.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452764977-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"66000"|"Mazda"|"Mazda 2"||"MNY034"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"||"Mecánica"|"No"|"1500"|"Sí"|"No"|||"Mecánica"|"Eléctricos"||1||||||||1|1|1|1|1|1|1||1|||1|2017-08-18
591|"Mazda 2"|"$ 23.900.000"|"2009"|"111.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452569508-mazda-2-_JM"|"Gris"||"111000"|"Mazda"|"Mazda 2"|"No"|"FHE 491"|"2009"|||"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"||"4x2"|"Automática"|"Eléctricos"|1||||||||||||1|1||||||||2017-08-18
592|"Mazda 2 2011"|"$ 28.800.000"|"2011"|"52.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452799337-mazda-mazda-2-2011-_JM"|"Blanco"||"52000"|"Mazda"|"Mazda 2"||"rhy177"|"2011"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
593|"Mazda 2 Sedan"|"$ 27.500.000"|"2011"|"180.000 Km"|"Bolívar"|"http://articulo.tucarro.com.co/MCO-453796056-mazda-2-sedan-automatico-gris-2011-180000-km-_JM"|"Gris"|"Gasolina"|"180000"|"Mazda"|"Mazda 2"|"Sí"|"*4"|"2011"|"Sedan"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1|1|1|||1||||2017-08-18
594|"Mazda 2 2014"|"$ 35.000.000"|"2014"|"47.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453979304-mazda-mazda-2-2014-_JM"|"Gris"|"Gasolina"|"47000"|"Mazda"|"Mazda 2"|"No"|"*****2"|"2014"|||"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1.5"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-08-18
595|"Mazda 2 2013"|"$ 33.000.000"|"2013"|"50.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453240235-mazda-mazda-2-2013-_JM"|"Gris"||"50000"|"Mazda"|"Mazda 2"||"hem078"|"2013"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
596|"Mazda 2 2009"|"$ 25.000.000"|"2009"|"117.600 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-453177749-mazda-mazda-2-2009-_JM"|"Negro"||"117600"|"Mazda"|"Mazda 2"||"PFN 240"|"2009"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
597|"Mazda 2"|"$ 25.800.000"|"2009"|"109.212 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453291057-mazda-2-_JM"|"Negro"||"109212"|"Mazda"|"Mazda 2"||"Dae"|"2009"|||||||"Hidráulica"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
598|"Mazda 2 Sedan Japones"|"$ 31.500.000"|"2012"|"61.000 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-453388618-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"61000"|"Mazda"|"Mazda 2"|"No"|"61"|"2012"|"SEDAN JAPONES"||"Sí"||"Tela"||"Hidráulica"||"MOTOR 1.500CM"|"Sí"|"No"||"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||||||1|||||||2017-08-18
599|"Mazda 2 Sedan 2011 Permuto"|"$ 26.000.000"|"2011"|"80.000 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-453536106-mazda-2-sedan-2011-permuto-_JM"|"Gris"|"Gasolina"|"80000"|"Mazda"|"Mazda 2"|"No"|"5"|"2011"||"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Mecánica"|"Eléctricos"|||||1|||||1|1||1|1|1|||1||||2017-08-18
600|"Mazda 2 1.5 2012 Aluminio Metálico Mecanico"|"$ 30.000.000"|"2012"|"70.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452800146-mazda-2-15-2012-aluminio-metalico-mecanico-_JM"|"Plateado"||"70000"|"Mazda"|"Mazda 2"||"RKP948"|"2012"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
601|"Mazda 2"|"$ 38.500.000"|"2015"|"18.700 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-453264652-mazda-mazda-2-_JM"|"Rojo"||"18700"|"Mazda"|"Mazda 2"||"UGV 405"|"2015"|||||||"Asistida"|||"No"||||"Mecánica"|||||||||||||||||||||||2017-08-18
602|"Mazda 2 2014"|"$ 34.000.000"|"2014"|"30.000 Km"|"Bolívar"|"http://articulo.tucarro.com.co/MCO-453498391-mazda-mazda-2-2014-_JM"|"Gris"||"30000"|"Mazda"|"Mazda 2"||"mur474"|"2014"|||||||"Asistida"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
603|"Mazda 2 Hb"|"$ 25.000.000"|"2011"|"78.000 Km"|"Bolívar"|"http://articulo.tucarro.com.co/MCO-453988688-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"78000"|"Mazda"|"Mazda 2"|"No"|"1"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"1.5"|"Hidráulica"|"No"|"1.5"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|||||||||||1||1||1|1||1||||2017-08-18
604|"Mazda 2"|"$ 26.500.000"|"2012"|"56.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-453050901-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"56000"|"Mazda"|"Mazda 2"|"No"|"KKV-332"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"||"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||1||||||1|1|1|1||1|||1|1|1|1|2017-08-18
605|"Mazda 2 2017"|"$ 48.000.000"|"2017"|"17.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453009909-mazda-mazda-2-2017-_JM"|"Blanco"||"17000"|"Mazda"|"Mazda 2"||"jiz015"|"2017"|||||||"Hidráulica"|||"No"||||"Mecánica"|||||||||||||||||||||||2017-08-18
606|"Mazda 2"|"$ 24.000.000"|"2008"|"157.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453231676-mazda-mazda-2-_JM"|"Blanco"||"157000"|"Mazda"|"Mazda 2"||"Pfk 438"|"2008"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
607|"Mazda 2 2013"|"$ 31.000.000"|"2013"|"61.513 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-453602136-mazda-mazda-2-2013-_JM"|"Rojo"||"61513"|"Mazda"|"Mazda 2"||"MUT840"|"2013"|||||||"Hidráulica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
608|"Mazda 2"|"$ 31.500"|"2012"|"90.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453124729-mazda-mazda-2-_JM"|"Gris"||"90000"|"Mazda"|"Mazda 2"||"kkk336"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"|"No"|||"Mecánica"|"Eléctricos"||||||||||||||||||||||2017-08-18
609|"Mazda 2 2010"|"$ 28.500.000"|"2010"|"68.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453284820-mazda-mazda-2-2010-_JM"|"Blanco"||"68000"|"Mazda"|"Mazda 2"||"KBS426"|"2010"|||||||"Asistida"|||"Sí"||||"Automática"|||||||||||||||||||||||2017-08-18
610|"Mazda 2 Full Equipo"|"$ 33.000.000"|"2013"|"39.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452791786-mazda-2-automatico-_JM"|"Gris"|"Gasolina"|"39000"|"Mazda"|"Mazda 2"||"XXXXX3"|"2013"|"Full Equipo"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||||"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1|1|||2017-08-18
611|"Mazda 2 2013"|"$ 29.000.000"|"2013"|"46.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453240195-mazda-mazda-2-2013-_JM"|"Blanco"||"46000"|"Mazda"|"Mazda 2"||"NDS776"|"2013"|||||||"Mecánica"|||"Sí"||||"Mecánica"|||||||||||||||||||||||2017-08-18
