"Id"|"Titulo"|"Precio"|"Modelo_anyo"|"Kilometros"|"Ubicacion"|"URL"|"Color"|"Combustible"|"Recorrido"|"Marca"|"Modelo"|"Unico"|"Placa"|"Anyo"|"Version"|"FrenosABS"|"Aire"|"Airbag"|"Asientos"|"Cilindros"|"Direccion"|"Financiamiento"|"Motor"|"Negociable"|"MotorReparado"|"Sonido"|"Traccion"|"Transmision"|"Vidrios"|"AlarmaControl"|"Asegurado"|"RastreoSatelital"|"CD"|"DVD"|"Planta"|"Buffer"|"Estribos"|"ForroLlantaRepuesto"|"LlantasNuevas"|"LucesAntiNiebla"|"PeliculaSeguridad"|"RetrovisoresElectricos"|"ReVTecnicoMecanica"|"RinesLujo"|"Spoiler"|"SunRoof"|"BloqueoCentral"|"ForroVolante"|"ForroAsientos"|"VolanteDeportivo"|"fecha_grabacion"
136|"Mazda 2 Touring At 1500cc"|"$ 45.000.000"|"2016"|"16.800 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-452569836-mazda-mazda-2-touring-at-1500cc-_JM"|"Gris"||"16800"|"Mazda"|"Mazda 2"|"Sí"|"UUL-498"|"2016"|"Touring At 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"R/Rep."|"4x2"|"Automática"|"Eléctricos"|1|1||1|||||||1|1|1|||||||||2017-08-18
137|"Mazda 2 Sport"|"$ 34.500.000"|"2014"|"18.600 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452150465-mazda-mazda-2-sport-_JM"|"Blanco"|"Gasolina"|"18600"|"Mazda"|"Mazda 2"|"No"|"XXXXX3"|"2014"|"sport"|"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1498"|"Sí"|"No"|"R/Rep."|"4x2"|"Mecánica"|"Eléctricos"||||||||||||1|1||1|1||||||2017-08-18
138|"Mazda 215hab"|"$ 22.900.000"|"2008"|"87.850 Km"|"Cesar"|"http://articulo.tucarro.com.co/MCO-451765404-mazda-215hab-_JM"|"Negro"|"Gasolina"|"87850"|"Mazda"|"Mazda 2"|"No"|"CYS-730"|"2008"||"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||||||||||1|1|1|1|1|1|1||1||||2017-08-18
139|"Mazda 2 Sport"|"$ 29.800.000"|"2012"|"32.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452380213-mazda-mazda-2-sport-_JM"|"Negro"|"Gasolina"|"32000"|"Mazda"|"Mazda 2"|"No"|"KLN-204"|"2012"|"Sport"|"No"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"CD"|"4x2"|"Automática"|"Eléctricos"||||||||||||||||||1||||2017-08-18
140|"Mazda 2 Gran Touring"|"$ 56.400.000"|"2018"|"1.300 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453670985-mazda-mazda-2-gran-touring-_JM"|"Gris"|"Gasolina"|"1300"|"Mazda"|"Mazda 2"|"Sí"|"DQQ356"|"2018"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|||1|||1|2017-08-18
141|"Mazda 2"|"$ 23.500.000"|"2010"|"94.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452762180-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"94000"|"Mazda"|"Mazda 2"|"Sí"|"DDP-534"|"2010"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"||1||||||||||1||1||||1||||2017-08-18
142|"Mazda 2 Sport"|"$ 51.999.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075300-mazda-2-skyactiv-touring-at-_JM"|"Azul"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"000000"|"2017"|"SPORT"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||||1|1||1||1|1||1||||2017-08-18
143|"Mazda 2"|"$ 28.000.000"|"2012"|"62.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451805276-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"62500"|"Mazda"|"Mazda 2"|"Sí"|"RNX-610"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|||1|||1||||2017-08-18
144|"Mazda 2 Mazda 2 Sedan"|"$ 29.000.000"|"2011"|"47.500 Km"|"Boyaca"|"http://articulo.tucarro.com.co/MCO-452789741-mazda-mazda-2-mazda-2-sedan-_JM"|"Gris"|"Gasolina"|"47500"|"Mazda"|"Mazda 2"|"No"|"CWY207"|"2011"|"MAZDA 2 SEDAN"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||||1|1||||1|1|1|||||||||2017-08-18
145|"Mazda 2 Hb"|"$ 28.500.000"|"2011"|"69.013 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453450158-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"69013"|"Mazda"|"Mazda 2"|"No"|"***-***"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1|1|1|1||1|||1|2017-08-18
146|"Mazda 2 Touring Aut"|"$ 43.500.000"|"2016"|"42.000 Km"|"Tolima"|"http://articulo.tucarro.com.co/MCO-452208486-mazda-mazda-2-touring-aut-_JM"|"Rojo"|"Gasolina"|"42000"|"Mazda"|"Mazda 2"|"Sí"|"8"|"2016"|"Touring Aut"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"||"Sí"||"CD"|"4x2"|"Automática"|"Eléctricos"|1||||1|||||||||||||1||||2017-08-18
147|"Mazda 2"|"$ 34.000.000"|"2014"|"31.111 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452839962-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"31111"|"Mazda"|"Mazda 2"|"Sí"|"***-**5"|"2014"|||"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"||"Sí"||"CD"||"Automática"|"Eléctricos"|1|||||||||||||||||||||2017-08-18
148|"Mazda 2 Hb"|"$ 33.000.000"|"2012"|"73.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-454031471-mazda-mazda-2-hb-_JM"|"Beige"|"Gasolina"|"73000"|"Mazda"|"Mazda 2"|"Sí"|"KKK-292"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-08-18
149|"Mazda 2 Grand Touring"|"$ 51.500.000"|"2017"|"15.678 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452956843-mazda-2-grand-touring-_JM"|"Rojo"|"Gasolina"|"15678"|"Mazda"|"Mazda 2"|"Sí"|"IXR656"|"2017"|"GRAND TOURING"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|||||||||||||1|1|1|1||||||2017-08-18
150|"Mazda 2 Skyactiv"|"$ 49.500.000"|"2017"|"5.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450768880-mazda-mazda-2-skyactiv-_JM"|"Otro"|"Gasolina"|"5500"|"Mazda"|"Mazda 2"|"Sí"|"***-**2"|"2017"|"Skyactiv"||"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"|1|1||||||1||1|1|1|1||1|1||1|||1|2017-08-18
151|"Mazda 2 Gran Touring"|"$ 48.000.000"|"2016"|"23.100 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451772837-mazda-mazda-2-gran-touring-_JM"|"Rojo"|"Gasolina"|"23100"|"Mazda"|"Mazda 2"|"Sí"|"***-**0"|"2016"|"Gran Touring"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"||"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|||1|||1|2017-08-18
152|"Mazda 2 Touring"|"$ 48.000.000"|"2017"|"9.338 Km"|"Valle Del Cauca"|"http://articulo.tucarro.com.co/MCO-452309781-mazda-mazda-2-touring-_JM"|"Blanco"|"Gasolina"|"9338"|"Mazda"|"Mazda 2"|"Sí"|"JHX879"|"2017"||"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1500"|"No"||"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||||||1|1||1|||||||2017-08-18
153|"Mazda 2 Hatch Back Parrot"|"$ 37.600.000"|"2015"|"16.900 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452300847-mazda-mazda-2-hatch-back-parrot-_JM"|"Gris"|"Gasolina"|"16900"|"Mazda"|"Mazda 2"|"Sí"|"UBZ-455"|"2015"|"Hatch Back Parrot"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1|||1||1|||1|2017-08-18
154|"Mazda 2"|"$ 33.900.000"|"2014"|"29.828 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452810889-mazda-mazda-2-_JM"|"Azul"|"Gasolina"|"29828"|"Mazda"|"Mazda 2"|"Sí"|"hbz-734"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"|"6"|"Hidráulica"|"No"|"1498"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"||1||||||||||1|||1|||||||2017-08-18
155|"Mazda 2 Hb"|"$ 29.800.000"|"2011"|"68.400 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452172665-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"68400"|"Mazda"|"Mazda 2"|"No"|"REZ-734"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||1||||||1|1|1|1|1|1||1|||1|2017-08-18
156|"Mazda 2 Hb"|"$ 32.000.000"|"2012"|"36.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453980101-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"36000"|"Mazda"|"Mazda 2"|"No"|"RNY248"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1||||2017-08-18
157|"Mazda 2"|"$ 35.000.000"|"2014"|"52.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453342255-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"52700"|"Mazda"|"Mazda 2"|"Sí"|"XXX-XX5"|"2014"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1||1|1|||1||||2017-08-18
158|"Mazda 2 Touring"|"$ 46.500.000"|"2017"|"5.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453373006-mazda-mazda-2-touring-_JM"|"Rojo"|"Gasolina"|"5500"|"Mazda"|"Mazda 2"|"Sí"|"DNL-852"|"2017"|"Touring"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1600"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1|||1|2017-08-18
159|"Mazda 2 Skyactiv"|"$ 56.920.000"|"2017"|"0 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-435075290-mazda-mazda-2-sport-_JM"|"Gris"|"Gasolina"|"0"|"Mazda"|"Mazda 2"|"Sí"|"000000"|"2017"|"SKYACTIV"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Asistida"|"Sí"|"1500"|"No"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"||||||||1||1|1||1||1|1||1||||2017-08-18
160|"Mazda 2 Hb Mt Plata Sorrento 2012"|"$ 32.500.000"|"2012"|"75.733 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453840001-mazda-2-hb-mt-plata-sorrento-2012-_JM"|"Gris"|"Gasolina"|"75733"|"Mazda"|"Mazda 2"||"KKK173"|"2012"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1.5"|"No"||"R/Rep."|"4x2"|"Mecánica"|"Eléctricos"|||||||||||1|1|1||1|||1||||2017-08-18
161|"Mazda 2 Grand Touring"|"$ 48.000.000"|"2016"|"20.100 Km"|"Cundinamarca"|"http://articulo.tucarro.com.co/MCO-451678329-mazda-mazda-2-grand-touring-_JM"|"Rojo"|"Gasolina"|"20100"|"Mazda"|"Mazda 2"|"Sí"|"IJY-775"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"Sí"||"MP3"||"Automática"|"Eléctricos"||||||||||||1|||1|||||||2017-08-18
162|"Mazda 2 Hb"|"$ 32.300.000"|"2012"|"35.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452240579-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"35000"|"Mazda"|"Mazda 2"|"Sí"|"KKU-688"|"2012"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||1||1|1|1|1|1|1|1||1|||1|2017-08-18
163|"Mazda 2 2014"|"$ 33.950.000"|"2014"|"54.000 Km"|"Caldas"|"http://articulo.tucarro.com.co/MCO-452706691-mazda-mazda-2-2014-_JM"|"Negro"|"Gasolina"|"54000"|"Mazda"|"Mazda 2"|"Sí"|"HHS422"|"2014"||"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"Sí"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1|||1|||||1|1|1|1||1|1||1|1|1|1|2017-08-18
164|"Mazda 2 2"|"$ 26.900.000"|"2010"|"88.400 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451681621-mazda-mazda-2-_JM"|"Plateado"|"Gasolina"|"88400"|"Mazda"|"Mazda 2"|"No"|"FQB-321"|"2010"|"2"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1|1|1|1||1|||1|2017-08-18
165|"Mazda 2 Hb At"|"$ 26.000.000"|"2010"|"47.700 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452474076-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"47700"|"Mazda"|"Mazda 2"|"No"|"DCR-936"|"2010"|"HB AT"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|||1||||2017-08-18
166|"Mazda 2 Hb"|"$ 36.500.000"|"2014"|"40.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451287871-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"40000"|"Mazda"|"Mazda 2"|"No"|"HGZ-678"|"2014"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1|||||||||1|1|1||1|1||1|||1|2017-08-18
167|"Mazda 2 Mazda 2"|"$ 31.000.000"|"2014"|"35.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451831864-mazda-mazda-2-mazda-2-_JM"|"Rojo"|"Gasolina"|"35000"|"Mazda"|"Mazda 2"|"No"|"MOA439"|"2014"|"Mazda 2"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500cc"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||1|1|1|||1|1|1|1||1|||1||||2017-08-18
168|"Mazda 2 Hb 1500cc Mt"|"$ 27.500.000"|"2011"|"70.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451201895-mazda-mazda-2-hb-1500cc-mt-_JM"|"Rojo"|"Gasolina"|"70000"|"Mazda"|"Mazda 2"|"No"|"REU-838"|"2011"|"HB 1500cc MT"|"Sí"|"Sí"|"Sí"|"Cuero"|"6"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||1|1||1|||||1||||2017-08-18
169|"Mazda 2 Grand Touring"|"$ 48.500.000"|"2016"|"25.100 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452654864-mazda-mazda-2-grand-touring-_JM"|"Negro"|"Gasolina"|"25100"|"Mazda"|"Mazda 2"|"Sí"|"USW-286"|"2016"|"Grand Touring"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1|1|||||1|1|1|1||1|1||1|||1|2017-08-18
170|"Mazda 2 Sport F.e."|"$ 27.000.000"|"2012"|"57.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453580842-mazda-mazda-2-sport-fe-_JM"|"Blanco"|"Gasolina"|"57000"|"Mazda"|"Mazda 2"|"Sí"|"RMT-965"|"2012"|"SPORT F.E."|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"No"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|1||||||||1|1|1|1||1|1||1||||2017-08-18
171|"Mazda 2 Touring"|"$ 42.500.000"|"2016"|"20.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451762704-mazda-mazda-2-touring-_JM"|"Gris"|"Gasolina"|"20000"|"Mazda"|"Mazda 2"|"Sí"|"IJY033"|"2016"|"TOURING"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"||"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||||||||||1|1||1|||||||2017-08-18
172|"Mazda 2 Sport Fe"|"$ 25.600.000"|"2011"|"70.200 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-450916870-mazda-mazda-2-sport-fe-_JM"|"Azul"|"Gasolina"|"70200"|"Mazda"|"Mazda 2"|"No"|"REV-855"|"2011"|"Sport FE"|"Sí"|"Sí"|"Sí"|"Tela"||"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1||||1||1|1|1|1|1||1||1||||2017-08-18
173|"Mazda 2 Hb"|"$ 26.000.000"|"2010"|"84.600 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-452657216-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"84600"|"Mazda"|"Mazda 2"|"Sí"|"KGI-259"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Cuero"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1|||1||||||1||1|1|1|1|1||1|||1|2017-08-18
174|"Mazda 2 Hb"|"$ 24.900.000"|"2008"|"81.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-451395169-mazda-mazda-2-hb-_JM"|"Gris"|"Gasolina"|"81000"|"Mazda"|"Mazda 2"|"Sí"|"CZU-189"|"2008"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1|1|1||1|||1|||1|2017-08-18
175|"Mazda 2 1500 Aut .f.e"|"$ 26.800.000"|"2011"|"57.500 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451516577-mazda-mazda-2-1500-aut-fe-_JM"|"Verde"|"Gasolina"|"57500"|"Mazda"|"Mazda 2"|"Sí"|"RCT682"|"2011"|"1500 AUT .F.E"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|1||||||||1|1||1|1|1|1||1||||2017-08-18
176|"Mazda 2 Mt 1500cc"|"$ 20.000.000"|"2009"|"109.650 Km"|"Bolívar"|"http://articulo.tucarro.com.co/MCO-450752152-mazda-mazda-2-mt-1500cc-_JM"|"Blanco"|"Gasolina"|"109650"|"Mazda"|"Mazda 2"|"Sí"|"GNQ-348"|"2009"|"MT 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"||"1500"|"Sí"||"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||||1|||||||||2017-08-18
177|"Mazda 2 Hb"|"$ 26.500.000"|"2010"|"110.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-450335319-mazda-mazda-2-hb-_JM"|"Plateado"|"Gasolina"|"110000"|"Mazda"|"Mazda 2"|"Sí"|"KBQ-296"|"2010"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Mecánica"|"Eléctricos"|1||||||||||1|1|1||1|||1|||1|2017-08-18
178|"Mazda 2 Hb"|"$ 28.900.000"|"2011"|"90.000 Km"|"Antioquia"|"http://articulo.tucarro.com.co/MCO-453979433-mazda-mazda-2-hb-_JM"|"Blanco"|"Gasolina"|"90000"|"Mazda"|"Mazda 2"|"Sí"|"KIY-681"|"2011"|"HB"|"Sí"|"Sí"|"Sí"|"Tela"|"4L"|"Hidráulica"|"No"|"1500"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1||||||||||1|1|1||1|1||1||||2017-08-18
179|"Mazda 2 Hatch Back"|"$ 36.000.000"|"2015"|"27.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452232876-mazda-mazda-2-hatch-back-_JM"|"Rojo"|"Gasolina"|"27000"|"Mazda"|"Mazda 2"|"Sí"|"***-**4"|"2015"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2017-08-18
180|"Mazda 2"|"$ 26.500.000"|"2012"|"73.000 Km"|"Santander"|"http://articulo.tucarro.com.co/MCO-452423494-mazda-mazda-2-_JM"|"Negro"|"Gasolina"|"73000"|"Mazda"|"Mazda 2"|"Sí"|"KKV-416"|"2012"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1500"|"No"||"MP3"||"Automática"|"Eléctricos"|1|||||||||1||1|1|1|1|||1||||2017-08-18
181|"Mazda 2 Sedán"|"$ 26.500.000"|"2011"|"65.200 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452930925-mazda-2-sedan-_JM"|"Negro"|"Gasolina"|"65200"|"Mazda"|"Mazda 2"|"No"|"RDZ-811"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"||"1500"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|1|||||||||1|1||1|1|||1||||2017-08-18
182|"Mazda 2"|"$ 29.000.000"|"2011"|"49.623 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451683562-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"49623"|"Mazda"|"Mazda 2"|"No"|"KHL-835"|"2011"||"Sí"|"Sí"|"Sí"|"Cuero"|"4"|"Hidráulica"|"No"|"1500"|"Sí"||"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||||1|1||1|1|1|||1||||2017-08-18
183|"Mazda 2 Touring Mt 1500cc"|"$ 47.500.000"|"2017"|"12.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-452564145-mazda-mazda-2-touring-mt-1500cc-_JM"|"Gris"|"Gasolina"|"12000"|"Mazda"|"Mazda 2"|"Sí"|"JCT-319"|"2017"|"Touring MT 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"||"Asistida"|"No"|"1500"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||1||||||||||||||||||2017-08-18
184|"Mazda 2 At 1500cc"|"$ 25.000.000"|"2011"|"49.700 Km"|"Atlántico"|"http://articulo.tucarro.com.co/MCO-453392081-mazda-mazda-2-at-1500cc-_JM"|"Gris"|"Gasolina"|"49700"|"Mazda"|"Mazda 2"|"Sí"|"XXXX"|"2011"|"AT 1500CC"|"Sí"|"Sí"|"Sí"|"Tela"|"4"|"Hidráulica"||"1500"|"Sí"||"CD"|"4x2"|"Automática"|"Eléctricos"||1||1||||||||1|1|1||||||||2017-08-18
185|"Mazda 2"|"$ 42.000.000"|"2016"|"27.592 Km"|"Risaralda"|"http://articulo.tucarro.com.co/MCO-452102450-mazda-mazda-2-_JM"|"Gris"|"Gasolina"|"27592"|"Mazda"|"Mazda 2"|"Sí"|"IGL-998"|"2016"||"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1496"|"Sí"||"MP3"||"Mecánica"|"Eléctricos"|1|||||||||||||||||1||||2017-08-18
186|"Mazda 2"|"$ 49.000.000"|"2016"|"15.000 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-451187570-mazda-mazda-2-_JM"|"Blanco"|"Gasolina"|"15000"|"Mazda"|"Mazda 2"|"No"|"IML-592"|"2016"||"Sí"|"Sí"|"Sí"|"Cuero"||"Asistida"|"No"|"1496"|"Sí"|"No"|"MP3"|"4x2"|"Automática"|"Eléctricos"|1|||||||1|||1|1|||1|||1||||2017-08-18
187|"Mazda 2 Hatch Back"|"$ 34.000.000"|"2015"|"39.300 Km"|"Bogotá D.c."|"http://articulo.tucarro.com.co/MCO-453482363-mazda-mazda-2-hatch-back-_JM"|"Negro"|"Gasolina"|"39300"|"Mazda"|"Mazda 2"|"Sí"|"HVO-103"|"2015"|"HATCH BACK"|"Sí"|"Sí"|"Sí"|"Cuero"||"Hidráulica"||"1498"|"Sí"|"No"|"MP3"||"Mecánica"|"Eléctricos"|1|||||||||||||||||||||2017-08-18
