"Id","Titulo","Precio","Modelo_anyo","Kilometros","Ubicacion","URL","Color","Combustible","Recorrido","Marca","Modelo","Unico","Placa","Anyo","Version","FrenosABS","Aire","Airbag","Asientos","Cilindros","Direccion","Financiamiento","Motor","Negociable","MotorReparado","Sonido","Traccion","Transmision","Vidrios"
232,"Mazda 2","$ 46.500.000","2016","23.575 Km","Tolima","http://articulo.tucarro.com.co/MCO-453933292-mazda-mazda-2-_JM","Plateado","Gasolina","23575","Mazda","Mazda 2","Sí","IGX-829","2016",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1600","Sí","No","MP3",,"Automática","Eléctricos"
233,"Mazda 2","$ 32.000.000","2013","70.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454110862-mazda-mazda-2-_JM","Blanco","Gasolina","70000","Mazda","Mazda 2",,"MTY-165","2013",,"Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí",,"MP3","4x2","Automática","Eléctricos"
234,"Mazda 2 Aut 1.5","$ 34.500.000","2013","46.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454050144-mazda-mazda-2-aut-15-_JM","Gris","Gasolina","46000","Mazda","Mazda 2","Sí","MVT-483","2013","AUT 1.5","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
235,"Mazda 2","$ 23.800.000","2008","110.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454038194-mazda-mazda-2-_JM","Negro","Gasolina","110000","Mazda","Mazda 2","No","CZA471","2008",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí","No","MP3",,"Automática","Eléctricos"
236,"Mazda 2 Mec 1.5","$ 26.200.000","2010","70.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454116772-mazda-mazda-2-mec-15-_JM","Negro","Gasolina","70000","Mazda","Mazda 2","No","KBP-846","2010","MEC 1.5","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
237,"Mazda 2 Mazda 2 Automatico","$ 28.990.000","2010","81.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454051901-mazda-2-automatico-cuero-_JM","Blanco","Gasolina","81000","Mazda","Mazda 2","No","HHH000","2010","MAZDA 2 AUTOMATICO","Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","15000","Sí","No","MP3","4x2","Automática","Eléctricos"
238,"Mazda 2 Sedan","$ 28.500.000","2011","60.000 Km","Norte De Santander","http://articulo.tucarro.com.co/MCO-454007690-mazda-mazda-2-sedan-_JM","Plateado","Gasolina","60000","Mazda","Mazda 2","Sí","CUD-169","2011","SEDAN",,"Sí","Sí","Tela",,"Hidráulica","No","1500","No","No","MP3","4x2","Automática","Eléctricos"
239,"Mazda 2 Touring","$ 47.500.000","2017","20.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453918967-mazda-mazda-2-touring-_JM","Blanco","Gasolina","20000","Mazda","Mazda 2","Sí","JBK722","2017","TOURING","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500cc","Sí","No","MP3","4x2","Automática","Eléctricos"
240,"Mazda 2 Mazda 2 Hb At","$ 29.800.000","2012","62.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453847838-mazda-mazda-2-2012-_JM","Blanco","Gasolina","62000","Mazda","Mazda 2",,"MCN 614","2012","MAZDA 2 HB AT","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,,,"Automática","Eléctricos"
241,"Mazda 2 Grand Touring","$ 48.000.000","2016","15.500 Km","Nariño","http://articulo.tucarro.com.co/MCO-454080316-mazda-mazda-2-grand-touring-_JM","Rojo","Gasolina","15500","Mazda","Mazda 2","Sí","xxx 153","2016","Grand Touring","Sí","Sí","Sí","Cuero","4","Asistida","No","1500 CC","Sí",,"MP3","4x2","Automática","Eléctricos"
242,"Mazda 2 At","$ 32.000.000","2012","45.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453829459-mazda-mazda-2-2012-_JM","Gris","Gasolina","45000","Mazda","Mazda 2","No","MCV747","2012","AT","Sí","Sí","Sí","Cuero","4","Hidráulica","Sí","1500","Sí","No","CD",,"Automática","Eléctricos"
243,"Mazda 2 Automatico Cojineria En Cuero 2012","$ 32.000.000","2012","45.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454109047-mazda-2-automatico-cojineria-en-cuero-2012-_JM","Gris","Gasolina","45000","Mazda","Mazda 2",,"KMR014","2012",,"Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","1500","Sí",,"MP3",,"Automática","Eléctricos"
244,"Mazda 2 Touring Automatico Cuero","$ 47.000.000","2016","25.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-454103259-mazda-2-skyactiv-touring-aut-15-cuero-mod-2016-unico-dueno-_JM","Blanco","Gasolina","25000","Mazda","Mazda 2","Sí","XXX148","2016","Touring Automatico Cuero","Sí","Sí","Sí","Cuero",,"Asistida","Sí","1.500","Sí",,,,"Automática","Eléctricos"
245,"Mazda 2 Mazda2","$ 27.500.000","2009","74.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454038782-mazda-2-mecanico-perfecto-estado-_JM","Plateado","Gasolina","74000","Mazda","Mazda 2","No","ELN030","2009","MAZDA2","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","Sí",,"MP3","4x2","Mecánica","Eléctricos"
246,"Mazda 2 Mazda 2 Sport Mt 1500cc","$ 32.500.000","2014","50.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453919507-mazda-mazda-2-sport-mt-1500cc-_JM","Gris","Gasolina","50000","Mazda","Mazda 2","Sí","hgw79","2014","mazda 2 sport MT 1500cc","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3","4x2","Mecánica","Eléctricos"
247,"Mazda 2 Automatíco","$ 34.500.000","2014","32.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453898942-mazda-mazda-2-2014-_JM","Rojo","Gasolina","32000","Mazda","Mazda 2","Sí","MUK622","2014","Automatíco","Sí","Sí","Sí","Cuero","4","Hidráulica","Sí","1500","Sí",,"MP3",,"Automática","Eléctricos"
248,"Mazda 2 Touring","$ 46.600.000","2016","25.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453932337-mazda-mazda-2-2016-_JM","Blanco","Gasolina","25000","Mazda","Mazda 2",,"mmmooo","2016","touring","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","Sí",,,,"Automática","Eléctricos"
249,"Mazda 2","$ 23.400.000","2009","39.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-454005780-mazda-mazda-2-_JM","Plateado",,"39000","Mazda","Mazda 2",,"DCI548","2009",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
250,"Mazda 2 Hb Mt 1500","$ 30.500.000","2013","37.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453851367-mazda-2-hb-mt-1500-2013-_JM","Gris",,"37000","Mazda","Mazda 2",,"NER-457","2013","HB MT 1500","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
251,"Mazda 2 Grand Touring At 1500cc","$ 52.000.000","2016","20.170 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453943582-mazda-mazda-2-grand-touring-at-1500cc-_JM","Azul","Gasolina","20170","Mazda","Mazda 2","Sí","IJT-741","2016","Grand Touring AT 1500CC","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
252,"Mazda 2","$ 21.500.000","2009","52.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453809891-mazda-mazda-2-_JM","Negro","Gasolina","52000","Mazda","Mazda 2","No","DAF-360","2009",,,"Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3","4x2","Mecánica","Eléctricos"
253,"Mazda 2 Mazda 2 At Sedan 1500cc","$ 27.500.000","2011","84.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453980511-mazda-2-at-sedan-1500cc-_JM","Gris","Gasolina","84000","Mazda","Mazda 2","Sí","DEW153","2011","Mazda 2 AT SEDAN 1500CC","Sí","Sí","Sí","Tela",,"Asistida","Sí","1500","Sí",,"MP3",,"Automática","Eléctricos"
254,"Mazda 2 Modelo 2014 1.5 Full Equipo / 32.000...","$ 34.500.000","2014","32.000 Km","Caldas","http://articulo.tucarro.com.co/MCO-453846181-mazda-2-modelo-2014-15-full-equipo-32000-kms-_JM","Gris","Gasolina","32000","Mazda","Mazda 2",,"HHS409","2014",,"Sí","Sí","Sí","Tela",,"Hidráulica",,,"Sí",,"MP3",,"Mecánica","Eléctricos"
255,"Mazda 2 Touring","$ 45.790.000","2016","23.700 Km","Antioquia","http://articulo.tucarro.com.co/MCO-454063324-mazda-2-touring-_JM","Gris","Gasolina","23700","Mazda","Mazda 2","No","HHH002","2016",,"Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
256,"Mazda 2","$ 24.000.000","2010","63.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453988938-mazda-mazda-2-_JM","Negro","Gasolina","63000","Mazda","Mazda 2",,"DXZ-426","2010",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
257,"Mazda 2 Grand Touring","$ 54.000.000","2017","6.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453782367-mazda-mazda-2-grand-touring-_JM","Gris","Gasolina","6000","Mazda","Mazda 2","Sí","XXX-XX5","2017","GRAND TOURING","Sí","Sí","Sí","Tela","4L","Hidráulica","No","1500","Sí","No","MP3",,"Automática","Eléctricos"
258,"Mazda 2","$ 28.000.000","2010","78.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451663626-mazda-2-_JM","Blanco","Gasolina","78000","Mazda","Mazda 2","No","xxx605","2010",,"Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
259,"Mazda 2 Sport Automatico Modelo 2012","$ 29.900.000","2012","40.900 Km","Atlántico","http://articulo.tucarro.com.co/MCO-453412188-mazda-2-sport-automatico-modelo-2012-_JM","Rojo","Gasolina","40900","Mazda","Mazda 2","Sí","-2","2012",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1.5","Sí","No","MP3",,"Automática",
260,"Mazda 2 2011 At 1.5","$ 27.500.000","2011","69.000 Km","Norte De Santander","http://articulo.tucarro.com.co/MCO-453513485-mazda-2-2011-at-15-_JM","Rojo","Gasolina","69000","Mazda","Mazda 2",,"XXX000","2011",,,"Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,,,"Automática","Eléctricos"
261,"Mazda 2 Grand Touring","$ 48.000.000","2016","42.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452418843-mazda-2-grand-touring-aut-_JM","Rojo","Gasolina","42000","Mazda","Mazda 2","Sí","IFT874","2016","Grand Touring","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","Sí",,"MP3",,"Automática","Eléctricos"
262,"Mazda 2 Touring","$ 46.900.000","2016","13.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453601961-mazda-mazda-2-touring-15-automatico-_JM","Blanco","Gasolina","13000","Mazda","Mazda 2",,"USX450","2016","TOURING","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1.5","Sí",,"MP3",,"Automática","Eléctricos"
263,"Mazda 2 Mecánica 4x2 Gasolina","$ 28.000.000","2010","88.732 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453306675-mazda-mazda-2-mecanica-4x2-gasolina-_JM","Plateado","Gasolina","88732","Mazda","Mazda 2",,"FQB221","2010",,,"Sí","Sí","Tela",,"Hidráulica","Sí","1500","No","No","R/Rep.","4x2","Mecánica",
264,"Mazda 2 1500cc At Aa 4x2","$ 26.500.000","2009","64.900 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452504957-mazda-2-hb-mazda-_JM","Plateado","Gasolina","64900","Mazda","Mazda 2","Sí","FHF*328","2009","1500cc At  AA 4X2","Sí","Sí","Sí","Tela","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
265,"Mazda 2","$ 30.000.000","2013","28.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452465197-mazda-mazda-2-_JM","Negro","Gasolina","28000","Mazda","Mazda 2","No","MKY042","2013",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1.5","Sí","No","MP3",,"Automática","Eléctricos"
266,"Mazda 2 2015","$ 35.900.000","2015","30.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450304562-mazda-2-2015-_JM","Gris","Gasolina","30000","Mazda","Mazda 2","Sí","ucs430","2015",,"Sí","Sí","Sí","Semi-cuero",,"Asistida","Sí",,"Sí","No","CD","4x2","Mecánica","Eléctricos"
267,"Mazda 2 Mazda 2 Hb Automatico","$ 31.000.000","2011","41.200 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452880703-mazda-2-hb-2011-auto-full-_JM","Gris","Gasolina","41200","Mazda","Mazda 2","Sí","KHI314","2011","MAZDA 2 HB AUTOMATICO","Sí","Sí","Sí","Cuero","4","Hidráulica","Sí","1500","Sí",,"CD",,"Automática","Eléctricos"
268,"Mazda 2 Skyactiv Mod 2018","$ 52.400.000","2018","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451729537-mazda-2-skyactiv-mod-2018-_JM","Gris","Gasolina","0","Mazda","Mazda 2","Sí","UUU000","2018",,"Sí","Sí","Sí","Tela","4","Asistida","Sí","SKYACTIV-G 1,5L/16 válvulas/S-VT/","Sí","No","MP3","4x2","Automática","Eléctricos"
269,"Mazda 2 2012 Mecanico","$ 31.000.000","2012","81.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453537304-mazda-2-2012-mecanico-_JM","Plateado","Gasolina","81000","Mazda","Mazda 2",,"KAO897","2012",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"CD","4x2","Mecánica","Eléctricos"
270,"Mazda 2 Tourin Automatico","$ 45.800.000","2016","23.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453505624-mazda-2-touring-automatico-_JM","Plateado","Gasolina","23000","Mazda","Mazda 2","Sí","IGN921","2016","TOURIN AUTOMATICO","Sí","Sí","Sí","Cuero","4","Asistida","Sí","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
271,"Mazda 2 Hb","$ 27.300.000","2010","79.400 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453653452-mazda-2-hb-mt-2010-_JM","Blanco","Gasolina","79400","Mazda","Mazda 2","No","MOR 435","2010","hb","Sí","Sí","Sí","Tela","4","Asistida","Sí","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
272,"Mazda 2 2010","$ 28.500.000","2010","114.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453613207-mazda-mazda-2-2010-_JM","Gris",,"114000","Mazda","Mazda 2",,"kbs943","2010",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
273,"Mazda 2 Touring Automático","$ 47.500.000","2016","21.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453467600-mazda-2-touring-automatico-_JM","Gris",,"21000","Mazda","Mazda 2",,"IVL121","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
274,"Mazda 2 Touring Aut 5 Puertas","$ 44.900.000","2016","42.683 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452190846-mazda-2-touring-aut-5-puertas-_JM","Blanco","Gasolina","42683","Mazda","Mazda 2","No","UUK341","2016",,"Sí","Sí","Sí","Tela","2000","Asistida","Sí",,"Sí",,"CD",,"Automática",
275,"Mazda 2 Hb Aut 1.5","$ 37.900.000","2014","33.609 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451861077-mazda-2-hb-aut-15-_JM","Plateado","Gasolina","33609","Mazda","Mazda 2","No","HIU189","2014",,"Sí","Sí","Sí","Tela",,"Asistida","Sí","1500","Sí",,"MP3",,"Automática","Eléctricos"
276,"Mazda 2 Mt Hb 2015","$ 35.900.000","2015","33.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453632519-mazda-mazda-2-mt-hb-2015-_JM","Plateado",,"33000","Mazda","Mazda 2",,"HZK827","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
277,"Mazda 2 2010","$ 26.500.000","2010","130.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453613359-mazda-mazda-2-2010-_JM","Plateado",,"130000","Mazda","Mazda 2",,"fho696","2010",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
278,"Mazda 2 Hatchback Mt 1500cc 2015","$ 37.900.000","2015","24.250 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453601689-mazda-mazda-2-hatchback-mt-1500cc-2015-_JM","Blanco","Gasolina","24250","Mazda","Mazda 2",,"UCX157","2015",,,"Sí","Sí","Tela",,"Hidráulica","Sí","1500","No",,,,"Mecánica","Eléctricos"
279,"Mazda 2 2012 Mecanico","$ 29.900.000","2012","51.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453099524-mazda-2-2012-mecanico-_JM","Negro","Gasolina","51000","Mazda","Mazda 2","No","DFT881","2012",,"Sí","Sí","Sí","Cuero","4","Hidráulica",,"1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
280,"Mazda 2 2013","$ 32.900.000","2013","41.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452700032-mazda-mazda-2-2013-_JM","Blanco",,"41000","Mazda","Mazda 2",,"MFZ851","2013",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
281,"Mazda 2 2016","$ 46.500.000","2016","24.100 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453402973-mazda-mazda-2-2016-_JM","Gris",,"24100","Mazda","Mazda 2",,"IGN921","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
282,"Mazda 2 Mazda 2 Grand Turing","$ 47.900.000","2016","30.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453391343-mazda-mazda-2-2016-_JM","Rojo","Gasolina","30000","Mazda","Mazda 2","No","DAT907","2016","MAZDA 2 GRAND TURING","Sí","Sí","Sí","Cuero","4","Hidráulica","Sí","1500","Sí","No","R/Rep.","4x2","Automática",
283,"Mazda 2 1500 Mecánico 2009 Gasolina 4x2","$ 23.900.000","2009","82.000 Km","Santander","http://articulo.tucarro.com.co/MCO-453470467-mazda-2-1500-mecanico-2009-gasolina-4x2-_JM","Gris","Gasolina","82000","Mazda","Mazda 2","No","CWM-562","2009",,"Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
284,"Mazda 2 Mazda 2 Mt","$ 27.300.000","2012","73.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452307721-mazda-mazda-2-_JM","Gris","Gasolina","73000","Mazda","Mazda 2","Sí","MBZ949","2012","MAZDA 2 MT","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
285,"Mazda 2 Hb Aut","$ 31.500.000","2011","54.500 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453037439-mazda-mazda-2-hb-aut-_JM","Gris","Gasolina","54500","Mazda","Mazda 2","No","KBU-445","2011","HB AUT","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí","Sí","MP3","4x2","Automática","Eléctricos"
286,"Mazda 2","$ 34.500.000","2013","63.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-451953759-mazda-mazda-2-_JM","Blanco","Gasolina","63000","Mazda","Mazda 2",,"MPY-580","2013",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
287,"Mazda 2","$ 35.500.000","2015","28.318 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453035768-mazda-mazda-2-_JM","Gris","Gasolina","28318","Mazda","Mazda 2","No","HAL862","2015",,"Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500cc","Sí",,"MP3",,"Mecánica","Eléctricos"
288,"Mazda 2 Hatch Back","$ 33.000.000","2013","74.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453433016-mazda-mazda-2-hatch-back-_JM","Plateado","Gasolina","74000","Mazda","Mazda 2","No","NCZ-624","2013","HATCH BACK",,"Sí","Sí","Cuero",,"Hidráulica",,"1498","Sí",,"MP3",,"Mecánica","Eléctricos"
289,"Mazda 2 Hb","$ 32.800.000","2012","73.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452872494-mazda-mazda-2-hb-_JM","Blanco","Gasolina","73000","Mazda","Mazda 2","No","KAP-994","2012","HB","Sí","Sí","Sí","Tela","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
290,"Mazda 2 Mazda 2","$ 29.000.000","2010","99.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452026683-mazda-mazda-2-mazda-2-_JM","Gris","Gasolina","99000","Mazda","Mazda 2","No","DDY808","2010","MAZDA 2","Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
291,"Mazda 2 Sedan","$ 29.000.000","2011","77.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451676945-mazda-mazda-2-sedan-_JM","Blanco","Gasolina","77000","Mazda","Mazda 2",,"***-**8","2011","Sedan","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
292,"Mazda 2 Mazda 2 1.5 At","$ 30.800.000","2012","72.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452379363-mazda-2-sedan-15-at-_JM","Gris","Gasolina","72000","Mazda","Mazda 2","Sí","MTM 849","2012","Mazda 2 1.5 AT","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
293,"Mazda 2 Automatico","$ 28.800.000","2011","75.700 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453446400-mazda-2-automatico-_JM","Gris","Gasolina","75700","Mazda","Mazda 2","No","KIO253","2011",,"Sí","Sí","Sí","Tela",,"Hidráulica","Sí","2000","Sí",,"MP3",,"Automática","Eléctricos"
294,"Mazda 2 Mt 1.5cc","$ 26.500.000","2011","90.000 Km","Meta","http://articulo.tucarro.com.co/MCO-453275477-mazda-mazda-2-mt-15cc-_JM","Azul","Gasolina","90000","Mazda","Mazda 2",,"XXX000","2011",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1.500 cc","Sí","No",,,"Mecánica",
295,"Mazda 2 2012","$ 31.800.000","2012","73.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453153842-mazda-mazda-2-2012-_JM","Gris",,"73000","Mazda","Mazda 2",,"dkq816","2012",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
296,"Mazda 2 Touring Automatico","$ 53.900.000","2018","0 Km","Meta","http://articulo.tucarro.com.co/MCO-449002824-mazda-2-touring-automatico-cuero-_JM","Rojo","Gasolina","0","Mazda","Mazda 2","Sí","0","2018","TOURING AUTOMATICO","Sí","Sí","Sí","Cuero","4","Asistida","Sí","1.5","No","No","CD","4x2","Automática","Eléctricos"
297,"Mazda 2 Hb","$ 28.800.000","2011","52.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453400061-mazda-2-_JM","Blanco","Gasolina","52000","Mazda","Mazda 2","No","RHY177","2011","HB","Sí","Sí","Sí","Tela","1500","Hidráulica","No","ZY741618","Sí","Sí","MP3","4x2","Mecánica","Eléctricos"
298,"Mazda 2 2013","$ 33.000.000","2013","59.000 Km","Quindio","http://articulo.tucarro.com.co/MCO-452842226-mazda-2-2013-_JM","Azul","Gasolina","59000","Mazda","Mazda 2",,"MJK-153","2013",,"Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
299,"Mazda 2 Grand Touring","$ 56.800.000","2017","0 Km","Huila","http://articulo.tucarro.com.co/MCO-436025916-mazda-2-grand-touring-_JM","Azul",,"0","Mazda","Mazda 2",,"***","2017",,,,,,,"Asistida",,,"No",,,,"Automática","Eléctricos"
300,"Mazda 2","$ 25.900.000","2010","65.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453318724-mazda-mazda-2-_JM","Rojo","Gasolina","65000","Mazda","Mazda 2","Sí","DCU710","2010",,"Sí","Sí","Sí","Tela","4","Asistida","No","1500","Sí","No","CD",,"Automática","Eléctricos"
301,"Mazda 2","$ 23.000.000","2008","115.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-452969596-mazda-mazda-2-_JM","Azul","Gasolina","115000","Mazda","Mazda 2",,"CQI-160","2008",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
