"Id","Titulo","Precio","Modelo_anyo","Kilometros","Ubicacion","URL","Color","Combustible","Recorrido","Marca","Modelo","Unico","Placa","Anyo","Version","FrenosABS","Aire","Airbag","Asientos","Cilindros","Direccion","Financiamiento","Motor","Negociable","MotorReparado","Sonido","Traccion","Transmision","Vidrios"
308,"Mazda 2 Htt958.","$ 33.900.000","2014","26.119 Km","Cundinamarca","http://articulo.tucarro.com.co/MCO-451685047-mazda-mazda-2-htt958-_JM","Otro","Gasolina","26119","Mazda","Mazda 2",,"HTT958","2014",,,"Sí","Sí","Tela","1500","Otro","Sí",,"No",,,,"Mecánica","Eléctricos"
309,"Mazda 2 Touring Automatico Modelo 2018 Skyactiv","$ 52.520.000","2018","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451132182-mazda-2-touring-automatico-modelo-2018-skyactiv-_JM","Rojo","Gasolina","0","Mazda","Mazda 2","Sí","000000","2018",,"Sí","Sí","Sí","Tela","4","Asistida","Sí","1500","Sí","No","R/Rep.","4x2","Automática","Eléctricos"
310,"Mazda 2 Hb Mecanico","$ 30.900.000","2012","84.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-451301275-mazda-2-hb-mecanico-_JM","Gris","Gasolina","84000","Mazda","Mazda 2",,"KIK956","2012",,"Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","1500","Sí",,"MP3",,"Mecánica","Eléctricos"
311,"Mazda 2 2018","$ 54.950.000","2018","0 Km","Huila","http://articulo.tucarro.com.co/MCO-451344074-mazda-2-2018-_JM","Rojo",,"0","Mazda","Mazda 2",,"0","2018",,,,,,,"Asistida",,,"No",,,,"Mecánica",
312,"Mazda 2 Sky Activ Touring Mt 1500","$ 44.800.000","2016","33.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451842347-mazda-2-sky-activ-touring-mt-1500-_JM","Rojo","Gasolina","33000","Mazda","Mazda 2",,"IIV-767","2016",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
313,"Mazda 2 2010","$ 29.000.000","2010","67.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453436239-mazda-mazda-2-2010-_JM","Vinotinto","Gasolina","67000","Mazda","Mazda 2",,"kbq715","2010",,,"Sí","Sí","Cuero",,"Hidráulica",,,"Sí",,,,"Automática","Eléctricos"
314,"Mazda 2","$ 38.000.000","2015","32.000 Km","Santander","http://articulo.tucarro.com.co/MCO-452166413-mazda-mazda-2-_JM","Blanco","Gasolina","32000","Mazda","Mazda 2",,"UCR-153","2015",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
315,"Mazda 2 Mazda 2 Touring Cc 1500 At","$ 47.900.000","2017","17.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453414834-mazda-2-touring-cc-1500-at-_JM","Plateado","Gasolina","17000","Mazda","Mazda 2",,"IYU-023","2017","MAZDA 2 TOURING Cc 1500 AT","Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","1500","Sí",,"MP3","4x2","Automática","Eléctricos"
316,"Mazda 2 Mazda 2 Aut","$ 36.900.000","2014","39.932 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452497943-mazda-2-automatico-_JM","Azul","Gasolina","39932","Mazda","Mazda 2","Sí","HTK903","2014","MAZDA 2 AUT","Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","1500","No",,"MP3",,"Automática","Eléctricos"
317,"Mazda 2 Hatch Back","$ 26.900.000","2010","56.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-450547501-mazda-2-hatch-back-2010-mecanico-_JM","Negro","Gasolina","56000","Mazda","Mazda 2","Sí","KBX350","2010","Hatch Back","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
318,"Mazda 2 Mazda 2 Mecánico","$ 29.000.000","2012","90.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-453462376-mazda-2-_JM","Gris","Gasolina","90000","Mazda","Mazda 2","No","DHR149","2012","MAZDA 2 MECÁNICO","Sí",,"Sí","Tela",,"Hidráulica","Sí","1.5","Sí",,"MP3",,"Mecánica",
319,"Mazda 2 2018","$ 51.000.000","2018","37 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453655353-mazda-2-2018-_JM","Azul","Gasolina","37","Mazda","Mazda 2","Sí","EFU753","2018",,"Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1496","Sí","No","MP3","4x2","Automática",
320,"Mazda 2 Touring Mec Skyactiv 2018","$ 49.650.000","2018","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451970206-mazda-2-touring-mec-skyactiv-2018-_JM","Gris","Gasolina","0","Mazda","Mazda 2",,"-","2018",,"Sí","Sí","Sí","Tela","4","Asistida","Sí","1.500 CC","Sí",,"R/Rep.","4x2","Mecánica","Eléctricos"
321,"Mazda 2 Hb","$ 29.700.000","2011","57.700 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453408856-mazda-mazda-2-hb-_JM","Gris","Gasolina","57700","Mazda","Mazda 2",,"DFR-303","2011","HB","Sí","Sí","Sí","Semi-cuero","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
322,"Mazda 2 Hb","$ 34.000.000","2013","67.200 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-452940281-mazda-mazda-2-hb-_JM","Blanco","Gasolina","67200","Mazda","Mazda 2","Sí","HYD-307","2013","HB","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Mecánica","Eléctricos"
323,"Mazda 2 Automatico","$ 37.500.000","2015","43.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-453179709-mazda-2-automatico-_JM","Blanco",,"43000","Mazda","Mazda 2",,"UGN611","2015",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
324,"Mazda 2","$ 57.450.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879860-mazda-2-_JM","Azul","Gasolina","0","Mazda","Mazda 2",,"000","2017",,"Sí","Sí","Sí","Tela",,"Asistida","Sí",,"Sí",,,,"Automática","Eléctricos"
325,"Mazda 2","$ 38.700.000","2015","22.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453119705-mazda-mazda-2-_JM","Azul","Gasolina","22500","Mazda","Mazda 2","Sí","UBL-471","2015",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3",,"Mecánica","Eléctricos"
326,"Mazda 2 Mazda 2","$ 26.000.000","2011","105.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452636304-mazda-mazda-2-2011-_JM","Gris","Gasolina","105000","Mazda","Mazda 2","No","RDP377","2011","MAZDA 2","Sí","Sí","Sí","Cuero",,"Hidráulica","No","1500","Sí",,"CD",,"Mecánica","Eléctricos"
327,"Mazda 2 Hb","$ 29.500.000","2011","35.600 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452022282-mazda-mazda-2-hb-_JM","Gris","Gasolina","35600","Mazda","Mazda 2","Sí","RHS-902","2011","HB","Sí","Sí","Sí","Tela","4","Hidráulica",,"1498","Sí",,"MP3",,"Mecánica","Eléctricos"
328,"Mazda 2","$ 27.000.000","2009","93.926 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451179496-mazda-mazda-2-_JM","Azul","Gasolina","93926","Mazda","Mazda 2","No","MOO462","2009",,"Sí","Sí","Sí","Tela","4","Asistida","No","1500","Sí","No","CD","4x2","Automática","Eléctricos"
329,"Mazda 2 Sd At 1500cc","$ 30.200.000","2011","74.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-449750149-mazda-mazda-2-sd-at-1500cc-_JM","Plateado","Gasolina","74000","Mazda","Mazda 2","No","REV-833","2011","SD AT 1500CC",,,"Sí","Tela",,"Asistida",,"1500","Sí",,"CD",,"Automática","Eléctricos"
330,"Mazda 2 Hb Aut","$ 32.700.000","2012","32.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453024018-mazda-mazda-2-hb-aut-_JM","Blanco","Gasolina","32000","Mazda","Mazda 2",,"DJL-980","2012","HB AUT","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
331,"Mazda 2 Hb","$ 26.900.000","2009","82.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453023943-mazda-mazda-2-hb-_JM","Negro","Gasolina","82000","Mazda","Mazda 2","No","DBI-740","2009","HB","Sí","Sí","Sí","Tela","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
332,"Mazda 2 Sedan","$ 35.000.000","2012","45.550 Km","Magdalena","http://articulo.tucarro.com.co/MCO-451016389-mazda-mazda-2-sedan-_JM","Blanco","Gasolina","45550","Mazda","Mazda 2","Sí","KKM642","2012","SEDAN","Sí","Sí","Sí","Tela","4","Asistida","No","1500","Sí","No","CD","4x2","Automática","Eléctricos"
333,"Mazda 2 Hb Automatico 1.5","$ 24.300.000","2008","93.500 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451299042-mazda-2-hb-automatico-15-_JM","Azul","Gasolina","93500","Mazda","Mazda 2",,"CYN-667","2008",,"Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","No",,"MP3",,"Automática","Eléctricos"
334,"Mazda 2 Touring","$ 51.000.000","2017","15.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453035931-mazda-mazda-2-touring-_JM","Gris","Gasolina","15000","Mazda","Mazda 2","Sí","ISU-525","2017","Touring","Sí","Sí","Sí","Cuero","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
335,"Mazda 2 Grand Turing","$ 50.000.000","2017","2.800 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453671807-mazda-mazda-2-grand-turing-_JM","Gris","Gasolina","2800","Mazda","Mazda 2","Sí","JDK180","2017","Grand Turing","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","No","No","MP3","4x2","Automática","Eléctricos"
336,"Mazda 2","$ 50.500.000","2017","7.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452794883-mazda-mazda-2-_JM","Plateado",,"7000","Mazda","Mazda 2",,"IXV013","2017",,,,,,,"Asistida",,,"Sí",,,,"Automática",
337,"Mazda 2 2012 Automatico","$ 31.500.000","2012","50.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453403021-mazda-mazda-2-2012-automatico-_JM","Blanco","Gasolina","50000","Mazda","Mazda 2",,"dmk401","2012",,"Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","1.5","Sí",,"MP3",,"Automática","Eléctricos"
338,"Mazda 2 Touring Aut Skyactiv 2018","$ 52.400.000","2018","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451967319-mazda-2-touring-aut-skyactiv-2018-_JM","Plateado","Gasolina","000","Mazda","Mazda 2",,"000","2018",,"Sí","Sí","Sí",,"4","Asistida","Sí","1.500 CC","Sí",,"R/Rep.","4x2","Automática","Eléctricos"
339,"Mazda 2 Hatch Back","$ 19.000.000","2008","122.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453040586-mazda-mazda-2-hatch-back-_JM","Rojo","Gasolina","122000","Mazda","Mazda 2","No","AUU850","2008","HATCH BACK","Sí","Sí","Sí","Cuero","4","Asistida","No","1500","Sí","No","CD",,"Automática","Eléctricos"
340,"Mazda 2 Mazda 2 1.5 At","$ 30.800.000","2012","72.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-449665242-mazda-2-sedan-15-at-_JM","Gris","Gasolina","72000","Mazda","Mazda 2","Sí","MTM 849","2012","Mazda 2 1.5 AT","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
341,"Mazda 2 Hatchback 1500cc 2014","$ 33.500.000","2014","31.935 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453601477-mazda-mazda-2-hatchback-1500cc-2014-_JM","Gris","Gasolina","31935","Mazda","Mazda 2",,"HIX820","2014",,,"Sí","Sí","Cuero",,"Hidráulica","Sí","1500","No",,,,"Mecánica","Eléctricos"
342,"Mazda 2 Mazda 2","$ 33.000.000","2015","51.002 Km","Tolima","http://articulo.tucarro.com.co/MCO-450342455-mazda-2-mecanico-1600cc-modelo-2015-_JM","Negro","Gasolina","51002","Mazda","Mazda 2","Sí","HQW625","2015","MAZDA 2","No","Sí","Sí","Tela","4","Asistida","Sí","1.600","Sí","No","MP3","4x2","Mecánica","Eléctricos"
343,"Mazda 2 Hatchback","$ 30.000.000","2012","81.122 Km","Caldas","http://articulo.tucarro.com.co/MCO-452127417-mazda-mazda-2-_JM","Gris","Gasolina","81122","Mazda","Mazda 2","Sí","KIL920","2012","HATCHBACK","Sí","Sí","Sí","Tela","4","Hidráulica","No","1500","Sí","No","CD","4x2","Mecánica","Eléctricos"
344,"Mazda 2 Gran Touring","$ 56.520.000","2017","0 Km","Tolima","http://articulo.tucarro.com.co/MCO-430533822-mazda-2-aut-grand-touring-cojineria-beige-o-negro-2017-_JM","Azul","Gasolina","0","Mazda","Mazda 2","Sí","N/A","2017","GRAN TOURING","Sí","Sí","Sí","Cuero","4","Asistida","Sí","1500CC","No","No","MP3","4x2","Automática","Eléctricos"
345,"Mazda 2 Automatico","$ 30.900.000","2011","74.400 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452403205-excelente-procedencia-planta-bajo-dvdpantallas-sensor-_JM","Blanco","Gasolina","74400","Mazda","Mazda 2","No","bxt796","2011","automatico","Sí","No","Sí","Cuero",,"Hidráulica","Sí","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
346,"Mazda 2 Grand Touring 2017 Automatico","$ 53.900.000","2017","11.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453529009-mazda-2-grand-touring-2017-automatico-_JM","Gris","Gasolina","11000","Mazda","Mazda 2","Sí","JIX147","2017",,"Sí","Sí","Sí","Cuero",,"Hidráulica","Sí","1500","Sí",,,"4x2","Automática","Eléctricos"
347,"Mazda 2 Touring 1.5 Colo Blanco Perlado, Mod...","$ 45.000.000","2016","27.300 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451456087-mazda-2-touring-15-colo-blanco-perlado-modelo-2016-_JM","Blanco",,"27300","Mazda","Mazda 2",,"igk538","2016",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
348,"Mazda 2 2012","$ 29.000.000","2012","57.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452241500-mazda-mazda-2-2012-_JM","Negro",,"57000","Mazda","Mazda 2",,"RMQ951","2012",,,,,,,"Asistida",,,"Sí",,,,"Automática",
349,"Mazda 2 Hatch Back","$ 29.500.000","2011","71.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452426381-mazda-2-hatch-back-2011-automatico-_JM","Gris","Gasolina","71000","Mazda","Mazda 2","No","KHL225","2011","Hatch Back","Sí","Sí","Sí","Tela","4","Hidráulica","Sí","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
350,"Mazda 2 Skyactiv Grand Touring Full","$ 49.500.000","2016","14.700 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452493020-mazda-mazda-2-skyactiv-_JM","Azul","Gasolina","14700","Mazda","Mazda 2","Sí","IXM480","2016","SKYACTIV GRAND TOURING FULL","Sí","Sí","Sí","Tela",,"Asistida","No","1500","Sí","No","MP3","4x2","Automática","Eléctricos"
351,"Mazda 2 Mec","$ 37.900.000","2015","38.234 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452497860-mazda-2-_JM","Negro","Gasolina","38234","Mazda","Mazda 2","Sí","UCR147","2015","MEC","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","No","No","MP3",,"Mecánica","Eléctricos"
352,"Mazda 2 Full","$ 32.900.000","2012","84.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-453417707-mazda-2-full-_JM","Negro",,"84000","Mazda","Mazda 2",,"Rnv645","2012",,,,,,,"Hidráulica",,,"Sí",,,,"Automática",
353,"Mazda 2 2011","$ 28.500.000","2011","86.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-452853365-mazda-mazda-2-2011-_JM","Gris","Gasolina","86000","Mazda","Mazda 2",,"KFQ593","2011",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,,,"Mecánica",
354,"Mazda 2","$ 28.000.000","2011","104.500 Km","Antioquia","http://articulo.tucarro.com.co/MCO-451242141-mazda-mazda-2-_JM","Gris","Gasolina","104500","Mazda","Mazda 2","No","KHG214","2011",,,"Sí","Sí","Tela",,"Asistida","No",,"Sí",,"CD","4x2","Automática","Eléctricos"
355,"Mazda 2 Hb At 1500cc","$ 31.000.000","2013","50.500 Km","Cundinamarca","http://articulo.tucarro.com.co/MCO-450619943-mazda-mazda-2-hb-at-1500cc-_JM","Rojo","Gasolina","50500","Mazda","Mazda 2","No","MJY-891","2013","HB AT 1500cc","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500","Sí",,"MP3",,"Automática","Eléctricos"
356,"Mazda 2","$ 32.500.000","2012","60.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-450783348-mazda-mazda-2-_JM","Gris","Gasolina","60000","Mazda","Mazda 2",,"DIU-370","2012",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
357,"Mazda 2 Sport","$ 29.500.000","2012","75.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450605634-mazda-mazda-2-_JM","Plateado","Gasolina","75000","Mazda","Mazda 2","No","***-***","2012","sport","Sí","Sí","Sí","Cuero","4","Asistida","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
358,"Mazda 2 Sedan","$ 35.000.000","2012","45.550 Km","Magdalena","http://articulo.tucarro.com.co/MCO-450185736-mazda-mazda-2-sedan-_JM","Blanco","Gasolina","45550","Mazda","Mazda 2","Sí","KKM642","2012","SEDAN","Sí","Sí","Sí","Tela","4","Asistida","No","1500","Sí","No","CD","4x2","Automática","Eléctricos"
359,"Mazda 2","$ 30.500.000","2012","43.300 Km","Antioquia","http://articulo.tucarro.com.co/MCO-452004415-mazda-mazda-2-_JM","Blanco","Gasolina","43300","Mazda","Mazda 2","No","DJN163","2012",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
360,"Mazda 2 2010 1.5 82 Mil Km Excelente Estado","$ 24.000.000","2010","82.000 Km","Cundinamarca","http://articulo.tucarro.com.co/MCO-450956417-mazda-2-2010-15-82-mil-km-excelente-estado-_JM","Gris",,"82000","Mazda","Mazda 2",,"***948","2010",,,,,,,"Hidráulica",,,"Sí",,,,"Mecánica",
361,"Mazda 2 Mazda 2 Mecanico","$ 25.900.000","2010","83.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-450426002-mazda-2-mecanico-2010-_JM","Gris","Gasolina","83000","Mazda","Mazda 2",,"kbr757","2010","MAZDA 2 MECANICO","Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1.500","Sí",,"MP3",,"Mecánica","Eléctricos"
362,"Mazda 2 Sport","$ 51.999.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-435088792-mazda-2-touring-at-_JM","Blanco","Gasolina","0","Mazda","Mazda 2","Sí","000000","2017","SPORT","Sí","Sí","Sí","Semi-cuero","4","Asistida","Sí","1500","Sí","No","R/Rep.","4x2","Automática","Eléctricos"
363,"Mazda 2 Mazda 2 Hb Aut Fe","$ 27.900.000","2012","83.750 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452481411-mazda-2-hb-aut-15-full-equipo-2012-_JM","Negro","Gasolina","83750","Mazda","Mazda 2",,"XXX979","2012","MAZDA 2 HB AUT FE","Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","No","No","CD","4x2","Automática","Eléctricos"
364,"Mazda 2 1.5","$ 32.500.000","2014","49.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-448358254-mazda-2-15-_JM","Negro","Gasolina","49000","Mazda","Mazda 2","No","MWO226","2014",,"Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1498","Sí","No","MP3",,"Mecánica","Eléctricos"
365,"Mazda 2 Grand Touring","$ 57.450.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879857-mazda-2-grand-touring-at-15-l-_JM","Rojo","Gasolina","0","Mazda","Mazda 2",,"UUU000","2017","GRAND TOURING","Sí","Sí","Sí","Tela","4","Asistida","Sí","SKYACTIV-G","Sí",,"MP3",,"Automática","Eléctricos"
366,"Mazda 2 Touring Blanco","$ 47.000.000","2017","17.626 Km","Quindio","http://articulo.tucarro.com.co/MCO-451585469-mazda-2-touring-blanco-_JM","Blanco",,"17626","Mazda","Mazda 2",,"KMN069","2017",,,,,,,"Asistida",,,"Sí",,,,"Mecánica",
367,"Mazda 2 Grand Touring","$ 58.900.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879844-mazda-2-grand-touring-at-_JM","Plateado","Gasolina","0","Mazda","Mazda 2","Sí","-","2017","Grand Touring","Sí","Sí","Sí","Tela","4","Asistida","Sí","1.5 L.","Sí","No","MP3","4x2","Automática","Eléctricos"
368,"Mazda 2at 2013","$ 32.900.000","2013","50.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453654790-mazda-mazda-2at-2013-_JM","Blanco","Gasolina","50000","Mazda","Mazda 2",,"miz605","2013",,"Sí",,"Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3","4x2","Automática",
369,"Mazda 2 Mazda 2","$ 32.000.000","2012","65.400 Km","Antioquia","http://articulo.tucarro.com.co/MCO-453226704-mazda-mazda-2-mazda-2-_JM","Plateado","Gasolina","65400","Mazda","Mazda 2","Sí","DJN083","2012","MAZDA 2","Sí","Sí","Sí","Tela",,"Hidráulica","No","1600","Sí","No","MP3","4x2","Automática","Eléctricos"
370,"Mazda 2","$ 31.000.000","2014","44.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452761983-mazda-mazda-2-_JM","Gris","Gasolina","44000","Mazda","Mazda 2","No","***-**1","2014",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"MP3","4x2","Automática","Eléctricos"
371,"Mazda 2","$ 44.000.000","2016","23.850 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-452491254-mazda-mazda-2-_JM","Marrón","Gasolina","23850","Mazda","Mazda 2","Sí","UUM-551","2016",,"Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí","No","MP3",,"Automática","Eléctricos"
372,"Mazda 2 Hb","$ 35.500.000","2014","56.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-445507442-mazda-2-hb-_JM","Gris","Gasolina","56000","Mazda","Mazda 2",,"HKM441","2014",,"Sí","Sí","Sí","Tela",,"Hidráulica","Sí","1500","Sí",,"MP3",,"Automática","Eléctricos"
373,"Mazda 2 Touring","$ 47.500.000","2016","10.500 Km","Tolima","http://articulo.tucarro.com.co/MCO-451580238-mazda-mazda-2-touring-_JM","Azul","Gasolina","10500","Mazda","Mazda 2","Sí","IGZ-009","2016","Touring","Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí",,"MP3","4x2","Automática","Eléctricos"
374,"Mazda 2 Hb","$ 28.500.000","2010","76.640 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-450371979-mazda-mazda-2-hb-_JM","Plateado","Gasolina","76640","Mazda","Mazda 2","No","DDL-746","2010","HB","Sí","Sí","Sí","Tela",,"Hidráulica","No","1600","Sí",,"MP3",,"Mecánica","Eléctricos"
375,"Mazda 2 Grand Touring Sky Active","$ 49.000.000","2016","35.000 Km","Antioquia","http://articulo.tucarro.com.co/MCO-450726431-mazda-mazda-2-grand-touring-sky-active-_JM","Rojo","Gasolina","35000","Mazda","Mazda 2","Sí","IHQ-793","2016","Grand Touring Sky Active","Sí","Sí","Sí","Cuero","4L","Hidráulica","No","1500","Sí","No","MP3","4x2","Mecánica","Eléctricos"
376,"Mazda 2 Grand Touring","$ 55.070.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879902-mazda-2-grand-touring-at-15-l-_JM","Negro","Gasolina","0","Mazda","Mazda 2",,"UUU000","2017","GRAND TOURING","Sí","Sí","Sí","Tela","4","Asistida","Sí","SKYACTIV-G","Sí",,"MP3",,"Automática","Eléctricos"
377,"Mazda 2 Touring","$ 47.950.000","2017","0 Km","Huila","http://articulo.tucarro.com.co/MCO-436025273-mazda-2-touring-_JM","Gris",,"0","Mazda","Mazda 2",,"***","2017",,,,,,,"Asistida",,,"No",,,,"Mecánica",
378,"Mazda 2","$ 23.200.000","2008","81.500 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451854748-mazda-mazda-2-_JM","Plateado","Gasolina","81500","Mazda","Mazda 2",,"FHA-325","2008",,"Sí","Sí",,"Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
379,"Mazda 2 Grand Touring Automático Skyactiv","$ 55.070.000","2017","0 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-447879890-mazda-2-grand-touring-automatico-skyactiv-_JM","Gris","Gasolina","0","Mazda","Mazda 2",,"-","2017",,"Sí","Sí","Sí","Tela",,"Asistida","Sí",,"Sí","No",,,"Automática","Eléctricos"
380,"Mazda 2 Grand Touring","$ 48.000.000","2016","20.000 Km","Santander","http://articulo.tucarro.com.co/MCO-452946100-mazda-mazda-2-2016-_JM","Negro","Gasolina","20000","Mazda","Mazda 2",,"udv089","2016","GRAND TOURING","Sí","Sí","Sí","Cuero",,"Hidráulica","Sí",,"Sí",,,,"Automática","Eléctricos"
381,"Mazda 2","$ 28.800.000","2011","82.000 Km","Risaralda","http://articulo.tucarro.com.co/MCO-451953266-mazda-mazda-2-_JM","Rojo","Gasolina","82000","Mazda","Mazda 2",,"RDO-412","2011",,"Sí","Sí","Sí","Cuero",,"Hidráulica",,"1500","Sí",,"R/Rep.",,"Automática","Eléctricos"
382,"Mazda 2 Hatch Back","$ 32.900.000","2014","54.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451580707-mazda-mazda-2-hatch-back-_JM","Gris","Gasolina","54000","Mazda","Mazda 2","No","HKP737","2014","HATCH BACK","Sí","Sí","Sí","Cuero","4","Hidráulica","No","1500 CC","Sí","No","MP3",,"Mecánica","Eléctricos"
383,"Mazda 2 Touring","$ 45.500.000","2016","27.000 Km","Valle Del Cauca","http://articulo.tucarro.com.co/MCO-451854397-mazda-mazda-2-touring-_JM","Gris","Gasolina","27000","Mazda","Mazda 2","Sí","IPY-794","2016","Touring","Sí","Sí","Sí","Tela",,"Hidráulica",,"1500","Sí",,"MP3",,"Automática","Eléctricos"
384,"Mazda 2","$ 23.300.000","2009","76.000 Km","Bogotá D.c.","http://articulo.tucarro.com.co/MCO-451242127-mazda-mazda-2-_JM","Negro","Gasolina","76000","Mazda","Mazda 2","No","DBR-052","2009",,"Sí","Sí","Sí","Tela",,"Hidráulica","No","1500","Sí","No","CD","4x2","Mecánica","Eléctricos"
